Joueur,Poste,Cote,Var cote,Cote prédite,Enchère moy,% achat,% achat tour 1,Q2 Toutes tailles,Q3 Toutes tailles,Q2 à 6 joueurs,Q3 à 6 joueurs,Q2 à 8 joueurs,Q3 à 8 joueurs,Q2 à 10 joueurs,Q3 à 10 joueurs,Note,Note série,Note 1 an,Note M11,Nb match,Nb match série,Nb match 1 an,Variation,Var série,Var 1 an,But,Buts série,Buts 1 an,%Titu,%Titu série,%Titu 1 an,Temps,Tps série,Tps 1 an,Tps moy,Tps moy série,Tps moy 1 an,Min/But,Min/But 1 an,Min note/but,Prix/but,j11,j10,j9,j8,j7,j6,j5,j4,j3,j2,j1,j38,j37,j36,j35,j34,j33,j32,j31,j30,j29,j28,j27,j26,j25,j24,j23,j22,j21,j20,j19,j18,j17,j16,j15,j14,j13,j12,Cleansheet,But/Peno,But/Coup-franc,But/surface,Pass decis.,Occas° créée,Tirs,Tirs cadrés,Corner gagné,%Passes,Ballons,Interceptions,Tacles,%Duel,Fautes,But évité,Action stoppée,Poss Def,Poss Mil,Centres,Centres ratés,Dégagements,But concédé,Ballon perdu,Passe>Tir,Passe perfo,Dépossédé,Plonge&stop,Nb matchs gagnés,Erreur>But,Diff de buts,Grosse occas manquée,Balle non rattrapée,Bonus moy,Malus moy,Index MPGStats,DMI,Club,Prochain opposant,Date,Victoire probable,%Win+12J,%Win+16J,%Win+20J,Dispo@MPGLaurent?
Lotomba Jordan,DL,10,1,,16,16.22,1.5,13,14,12,18,10,10,13,13,4.88,0,5.23,482.13,8,0,28,0.23,0,0.7,0,0,0,0.5,0,0.79,401,0,2014,50.13,0,71.93,,,null,1000,0,0,4.5,5,5,5,4.5,5,5,0,5,5,5,5,3.5,5.5,6,5,0,0,0,0,4.5,6,6,6,6.5,6,5.5,6.5,5,4.5,4.5,6,5.5,0,0,0,1,,null,null,null,null,1,0,null,0.7994,277,4,7,56.67,3,null,null,12,4,1,null,4,3,49,1,1,2,null,5,null,6,1,7,57.44,-71.81,-8.75,4.75,OGC Nice,Montpellier,ven. 10/11 21:00,46.29629629629629,0.63965,0.63625,0.63402,† Cuisse
Mendy Antoine,DL,1,-3,,4,0.6,0.3,4,4,4,4,8,8,4,4,0,0,05.06,0,0,0,9,0,0,0.63,0,0,0,0,0,0.78,0,0,509,0,0,56.56,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4.5,5,4,5,0,0,0,0,0,5,6,6,0,5,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,OGC Nice,Montpellier,ven. 10/11 21:00,46.29629629629629,0.63965,0.63625,0.63402,
Nahounou Yannis,DC,1,0,,1,0.3,0.3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,OGC Nice,Montpellier,ven. 10/11 21:00,46.29629629629629,0.63965,0.63625,0.63402,🏠Hors groupe (3sem.)
Amraoui Ayoub,DL,1,-2,,1,0.6,0.6,1,1,1,1,3,3,3,3,0,0,05.07,0,0,0,7,0,0,0.35,0,0,0,0,0,0.43,0,0,291,0,0,41.57,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,4.5,0,0,5.5,5,5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5.00,OGC Nice,Montpellier,ven. 10/11 21:00,46.29629629629629,0.63965,0.63625,0.63402,🏠Hors groupe (3sem.)
Boudaoui Hicham,MO,14,2,,19,64.86,26.43,18,22,18,22,35,35,14,14,5.7,6.1,5.84,526.8,10,5,32,1.11,1.34,0.95,2,2,3,0.5,0.8,0.78,516,382,2127,51.6,76.4,66.47,258,709,7,7,5.5,8,5,7,5,0,4.5,6.5,5.5,5,5,6.5,6,7,4.5,6,7.5,5.5,5,4.5,0,4.5,5.5,6,7.5,5.5,6,5,5.5,6.5,7,6.5,0,6,6,0,0,0,5,,null,null,null,null,9,6,2,0.8982,304,3,7,53.73,6,null,null,9,15,10,10,3,2,50,5,5,3,null,6,null,8,2,14,122.6,-43.85,1.93,6.25,OGC Nice,Montpellier,ven. 10/11 21:00,46.29629629629629,0.63965,0.63625,0.63402,Sursis (3sem.)
Boga Jérémie,MO,12,3,,15,53.75,24.32,14,16,14,16,12,12,12,12,5.33,5.44,5.27,524.67,9,8,28,0.97,0.98,0.9,2,2,4,0.67,0.63,0.39,551,494,1267,61.22,61.75,45.25,276,317,6.5,6,7,5,6,5,5,6.5,5,4,0,0,4.5,0,0,0,0,4.5,5,5,0,4.5,5,7,5,4,5,5,5,5,5.5,6,6.5,7,6,0,4.5,4,0,0,4.5,,null,null,1,2,11,7,9,0.8637,302,null,3,50,4,null,null,10,16,10,7,1,1,75,9,9,12,null,7,null,9,2,12,104.78,-38.01,1.82,0,OGC Nice,Montpellier,ven. 10/11 21:00,46.29629629629629,0.63965,0.63625,0.63402,
Sanson Morgan,MD,14,2,,18,84.38,43.24,16,21,17,21,14,20,16,22,5.77,5.77,5.63,512,11,11,30,0.47,0.47,0.73,0,0,1,0.82,0.82,0.9,748,748,2188,68,68,72.93,,2188,6,1000,5.5,5.5,5.5,5.5,5.5,6,6,7,5.5,6,5.5,5,5.5,6,5.5,5.5,6,6,6,5.5,5.5,6.5,5.5,0,4.5,6,6,7.5,3.5,5,0,0,0,0,0,0,0,0,4,,null,null,null,4,16,8,6,0.8152,466,12,10,49.41,14,null,null,18,37,18,16,4,3,111,16,16,14,null,7,null,9,2,26,159.36,-79.5,-1.65,0,OGC Nice,Montpellier,ven. 10/11 21:00,46.29629629629629,0.63965,0.63625,0.63402,
Thuram Khéphren,MD,15,-2,,21,62.76,36.34,17,25,22,26,18,25,17,17,5.61,5.5,5.78,516.78,9,2,30,0.74,0.71,0.89,0,0,2,0.89,0.5,0.93,641,99,2356,71.22,49.5,78.53,,1178,8,1000,6,5,0,4.5,5,5.5,5.5,0,6,7,6,0,0,0,5,6,6,5.5,4,6,6,5.5,4.5,6,8,6,6,6.5,6,6,6,8,4.5,6,5.5,0,0,0,3,,null,null,null,2,11,6,4,0.8699,420,5,9,46.84,12,null,null,13,18,5,4,4,3,69,13,13,9,null,5,null,6,1,13,133.61,-61.22,-2.11,8.00,OGC Nice,Montpellier,ven. 10/11 21:00,46.29629629629629,0.63965,0.63625,0.63402,
Ndayishimiye Youssouf,MD,13,2,,17,48.65,15.32,16,18,16,18,13,16,14,19,5.5,5.5,5.43,479.45,11,11,21,0.5,0.5,0.68,0,0,1,1,1,0.81,975,975,1541,88.64,88.64,73.38,,1541,6,1000,5.5,5.5,6,6,5,6,5.5,6,5,4.5,5.5,0,0,0,0,0,0,4,0,4.5,5,0,6,0,7,5,5.5,5.5,6,5,0,0,0,0,0,0,0,0,7,,null,null,null,null,7,3,2,0.8543,805,9,5,50.59,8,null,null,23,32,null,null,30,4,105,3,3,11,null,7,1,9,1,7,172.27,-108.36,-13.23,0,OGC Nice,Montpellier,ven. 10/11 21:00,46.29629629629629,0.63965,0.63625,0.63402,Suspendu
Rosario Pablo,MD,8,-1,,13,1.8,0.3,13,13,13,13,9,9,9,9,5.33,5.83,5.18,506.67,9,3,30,0.5,0.58,0.55,0,0,0,0.33,0.67,0.43,405,227,1493,45,75.67,49.77,,,null,1000,5.5,6.5,5.5,0,5,5,5.5,5,0,5,5,5.5,4.5,6,4.5,5,6,0,4.5,5,5,6,4.5,5,6,5,5,5,5.5,5,0,5,4,5.5,0,0,0,0,2,,null,null,null,1,1,0,null,0.7839,324,5,8,68.57,2,null,null,12,9,2,1,3,2,52,5,5,2,null,6,null,8,null,6,78.83,-39.94,-5.49,4.75,OGC Nice,Montpellier,ven. 10/11 21:00,46.29629629629629,0.63965,0.63625,0.63402,
Claude-Maurice Alexis,MO,5,2,,5,1.5,0.6,5,5,5,5,16,16,5,5,4.5,0,5.43,461,2,0,14,0,0,01.07,0,0,5,0,0,0.29,19,0,417,9.5,0,29.79,,83,6,1000,0,0,4.5,4.5,0,0,0,0,0,0,0,8,5,5.5,0,0,0,0,0,4.5,5,5,6,0,0,0,0,0,0,5,4.5,6.5,7,0,5,0,0,0,null,,null,null,null,null,0,0,null,0.7857,15,null,1,42.86,2,null,null,null,null,null,null,1,null,5,null,null,2,null,2,null,2,null,null,10.35,-8.9,-0.85,0,OGC Nice,Montpellier,ven. 10/11 21:00,46.29629629629629,0.63965,0.63625,0.63402,
Beka Beka Alexis,MO,1,0,,1,0.6,0.3,1,1,1,1,1,1,1,1,0,0,05.08,0,0,0,6,0,0,0.49,0,0,0,0,0,0.67,0,0,269,0,0,44.83,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,6,5,5,0,0,0,0,0,0,4.5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5.00,OGC Nice,Montpellier,ven. 10/11 21:00,46.29629629629629,0.63965,0.63625,0.63402,🏠Personnel (3sem.)
Belahyane Reda,MD,1,0,,,,,1,1,8,8,3,3,1,1,0,0,5.25,0,0,0,4,0,0,0.29,0,0,0,0,0,0.25,0,0,179,0,0,44.75,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5.5,0,0,0,5.5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,OGC Nice,Montpellier,ven. 10/11 21:00,46.29629629629629,0.63965,0.63625,0.63402,
Traoré Daouda,MD,1,0,,,,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,OGC Nice,Montpellier,ven. 10/11 21:00,46.29629629629629,0.63965,0.63625,0.63402,🏠Hors groupe (3sem.)
Moffi Terem,A,27,2,,45,98.2,69.37,42,55,45,55,64,71,29,58,5.14,5.14,5.39,514.18,11,11,32,1.38,1.38,1.27,3,3,12,0.82,0.82,0.91,758,758,2536,68.91,68.91,79.25,253,211,6,9,6,4.5,4.5,3.5,3.5,5,8,7,5,4.5,5,7,6,5,4,7,6,5,4.5,4.5,6,0,7,4.5,8.5,3.5,5,5.5,0,0,6,6,5,4,6,0,0,0,7,,null,1,2,3,21,14,5,0.7617,264,null,1,30,13,null,null,4,7,1,1,3,1,94,10,10,16,null,7,null,9,4,35,105.29,-44.66,06.06,6.00,OGC Nice,Montpellier,ven. 10/11 21:00,46.29629629629629,0.63965,0.63625,0.63402,Sursis (4sem.)
Laborde Gaëtan,A,27,-2,,37,92.79,43.84,31,41,35,45,49,51,29,29,05.09,05.09,5.54,486.91,11,11,35,0.83,0.83,1.13,2,2,12,1,1,0.91,838,838,2705,76.18,76.18,77.29,419,225,5,13.5,5,4,5,4.5,4,5,6.5,5,5.5,5,6.5,7,8.5,5,4,7,5.5,7,5,4,6,6,5.5,5,6,5.5,5,7.5,6.5,6.5,4,7,4,5.5,5,0,0,0,6,0,null,null,1,1,28,18,2,0.6445,380,4,5,38.82,9,null,null,13,13,23,18,1,3,129,11,11,10,null,7,null,9,3,12,103.35,-59.59,3.52,7.75,OGC Nice,Montpellier,ven. 10/11 21:00,46.29629629629629,0.63965,0.63625,0.63402,
Guessand Evann,A,8,0,,11,18.62,3.9,9,10,9,10,9,11,9,9,4.68,4.68,4.96,487.18,11,11,28,0.81,0.81,0.88,2,2,4,0.18,0.18,0.36,297,297,977,27,27,34.89,149,244,6,4,4.5,4,6,4.5,4,4,4.5,4.5,4.5,6.5,4.5,0,0,0,5,0,4,6,0,5.5,0,5.5,0,4.5,5,4.5,5,7.5,4.5,4.5,4,6,6,4.5,5.5,0,0,0,1,,null,null,null,1,12,8,6,0.8409,145,null,1,38.57,10,null,null,4,4,1,1,1,3,55,4,4,14,null,7,null,9,2,26,52.69,-28.35,4.25,0,OGC Nice,Montpellier,ven. 10/11 21:00,46.29629629629629,0.63965,0.63625,0.63402,
Diop Sofiane,A,8,-2,,12,30.03,5.71,10,16,10,10,14,16,11,19,5.14,5.5,5.3,480.57,7,1,23,0.48,0,0.79,0,0,1,0.71,0,0.65,408,10,1245,58.29,10,54.13,,1245,7,1000,5.5,0,0,0,0,5,5,5,6,4.5,5,7,5,6,4.5,0,0,0,0,0,0,0,0,5,4.5,5,5.5,7,5.5,5,4.5,6.5,5,4,6,0,0,0,2.5,,null,null,null,1,12,6,4,0.8601,220,2,5,36.36,7,null,null,6,11,9,5,1,3,55,8,8,7,null,4,null,6,2,13,86.54,-50.17,-1.71,5.75,OGC Nice,Montpellier,ven. 10/11 21:00,46.29629629629629,0.63965,0.63625,0.63402,
Bouanani Badredine,A,9,0,,10,3.9,0.3,10,10,16,20,14,14,10,10,5.13,0,5.13,495,4,0,23,0.25,0,0.64,0,0,0,0,0,0.39,55,0,916,13.75,0,39.83,,,null,1000,0,0,0,5,5,0,0,0,5.5,5,0,5,4.5,5,5,6,6.5,6,5,4.5,4,4,5,5,5,4.5,6,0,0,6,5,5.5,0,0,0,0,0,0,null,,null,null,null,null,2,2,1,0.8289,53,2,1,53.85,2,null,null,2,null,3,2,null,null,11,2,2,null,null,1,null,1,null,2,40.25,-16.25,-0.73,5.00,OGC Nice,Montpellier,ven. 10/11 21:00,46.29629629629629,0.63965,0.63625,0.63402,
Balde Aliou,A,8,-1,,9,6.31,0.3,9,9,9,9,9,9,9,9,4.75,0,4.75,464,2,0,2,0.35,0,0.35,0,0,0,0,0,0,31,0,31,15.5,0,15.5,,,null,1000,0,5,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,2,2,1,0.75,14,1,null,25,2,null,null,1,null,null,null,null,null,4,null,null,null,null,2,null,2,null,1,24.85,-7.8,-0.05,0,OGC Nice,Montpellier,ven. 10/11 21:00,46.29629629629629,0.63965,0.63625,0.63402,
Anthony Lopes,G,14,1,,16,33.63,16.82,16,18,14,17,16,16,19,20,5.21,5.21,5.48,535.29,7,7,28,1.47,1.47,01.09,0,0,0,1,1,1,630,630,2520,90,90,90,,,null,1000,6,0,5,4,4,8,5.5,4,0,0,0,4,6,7,6,4,5.5,6,6,5.5,7,0,0,0,5,4.5,6,5,5.5,7,4,7,5,5.5,5.5,0,0,0,1,,null,null,null,null,0,0,null,,null,null,null,,null,16,8,null,null,null,null,null,12,null,null,null,null,15,-4,null,-7,null,null,121,-85,-17.9,6.00,OL,OM,mer. 06/12 01:00,39.509,0.44788,0.46666,0.46442,
Riou Rémy,G,7,0,,7,6.61,4.2,7,8,7,8,7,7,7,7,4.33,0,4.92,477.67,3,0,6,02.02,0,1.46,0,0,0,1,0,1,270,0,540,90,0,90,,,null,1000,0,0,0,0,0,0,0,0,6.5,2.5,4,0,0,0,0,0,0,0,0,0,0,6,5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,null,null,null,null,0,0,null,,null,null,null,,null,4,4,null,null,null,null,null,6,null,null,null,null,null,-2,1,-4,null,null,80,-143.33,-49.2,0,OL,OM,mer. 06/12 01:00,39.509,0.44788,0.46666,0.46442,
Bengui João Justin,G,1,0,,1,3.9,3.3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,OL,OM,mer. 06/12 01:00,39.509,0.44788,0.46666,0.46442,
Tagliafico Nicolás,DL,9,0,,11,26.43,11.71,10,11,10,11,11,12,10,10,4.44,5,4.83,518.56,9,1,29,01.04,0,0.83,1,0,1,1,1,1,798,90,2552,88.67,90,88,798,2552,6,9,5,0,0,3.5,4,4.5,6,4,4,3,6,3.5,6,5.5,4.5,4.5,0,4,0,5.5,6,5,4.5,5,5,5,5.5,5,5.5,5.5,5,5.5,0,0,4,0,0,0,1,,null,null,null,1,3,3,4,0.8519,486,6,11,51.85,15,null,null,14,14,12,12,16,16,62,9,9,4,null,-5,null,-10,null,6,132.11,-206.94,-23.74,4.00,OL,OM,mer. 06/12 01:00,39.509,0.44788,0.46666,0.46442,Sursis
Henrique,DL,3,2,,3,3.9,1.8,3,3,3,3,3,3,3,3,4.75,0,4.92,482,2,0,6,0.35,0,0.2,0,0,0,0.5,0,0.5,95,0,321,47.5,0,53.5,,,null,1000,0,0,4.5,0,5,0,0,0,0,0,0,0,0,0,0,5,5,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,2,2,1,0.835,84,2,1,55.56,3,null,null,1,2,4,4,null,2,13,null,null,null,null,-2,null,-3,null,1,72,-123,-14.95,0,OL,OM,mer. 06/12 01:00,39.509,0.44788,0.46666,0.46442,
Clinton Mata,DL,9,1,,10,14.41,7.81,10,11,9,11,10,10,9,11,4.63,4.57,4.63,507.88,8,7,8,0.35,0.35,0.35,0,0,0,1,1,1,642,621,642,80.25,88.71,80.25,,,null,1000,4.5,0,5,4.5,4.5,5,4.5,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,,null,null,null,1,5,3,4,0.8289,587,14,9,50.85,6,null,null,39,16,20,17,7,12,88,3,3,3,null,-5,null,-8,null,4,142.69,-192.69,-21.29,0,OL,OM,mer. 06/12 01:00,39.509,0.44788,0.46666,0.46442,
Diomandé Sinaly,DC,9,1,,11,3.6,1.8,10,11,11,11,9,9,11,14,4.56,5.5,4.95,505,8,1,28,1.29,0,0.99,0,0,0,1,1,0.96,720,90,2404,90,90,85.86,,,null,1000,5.5,0,0,0,5,4.5,6,3.5,5.5,2,4.5,0,0,7,4.5,4.5,4.5,4,5,5,6.5,0,4.5,5,5,4,6,5.5,6,5.5,4,0,5.5,4.5,5.5,0,0,0,1,,null,null,null,null,4,2,null,0.8941,525,11,4,49.15,8,null,null,41,20,1,null,22,13,46,2,2,2,null,-5,null,-10,null,5,133.13,-182.25,-19.19,4.00,OL,OM,mer. 06/12 01:00,39.509,0.44788,0.46666,0.46442,
O'Brien Jake,DC,7,0,,8,4.8,2.7,8,9,8,9,8,9,8,8,4.5,4.5,4.5,504.5,4,4,4,0.41,0.41,0.41,0,0,0,1,1,1,360,360,360,90,90,90,,,null,1000,5,0,4.5,4,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,1,1,null,0.8983,295,1,3,60,5,null,null,23,8,1,1,8,8,29,null,null,1,null,-2,null,-3,null,null,108.38,-166.25,-22.32,0,OL,OM,mer. 06/12 01:00,39.509,0.44788,0.46666,0.46442,
Kumbedi Saël,DL,9,1,,10,1.5,0.6,10,10,10,10,10,11,9,9,4.39,4.5,4.75,489.11,9,6,28,0.74,0.77,0.78,0,0,0,0.67,0.67,0.71,623,374,1924,69.22,62.33,68.71,,,null,1000,4,0,5,5,3.5,4,5.5,0,5,3.5,4,4,5.5,6,5,5,3.5,0,4.5,5,6,5,6,0,0,4,5,4.5,0,6,5,5,4,4.5,0,0,0,0,1,,null,null,1,1,5,3,4,0.8065,483,8,13,40,20,null,null,17,16,17,14,6,11,87,5,5,6,null,-5,null,-8,null,7,127.39,-211.06,-24.08,0,OL,OM,mer. 06/12 01:00,39.509,0.44788,0.46666,0.46442,
Caleta-Car Duje,DC,5,-4,,12,17.42,1.2,11,14,10,11,11,12,13,15,4.13,0,4.73,508.25,4,0,11,01.03,0,0.98,0,0,1,1,0,0.82,360,0,878,90,0,79.82,,878,6,1000,0,0,0,0,0,0,0,4,5.5,3,4,0,0,0,0,0,5,6,0,0,5,0,0,0,0,0,0,0,5,6,5,0,0,3.5,0,0,0,0,0.5,,null,null,null,1,4,0,null,0.9131,256,1,2,63.16,5,null,null,11,7,null,null,16,9,21,3,3,null,null,-3,null,-7,1,1,114.63,-204.75,-26.97,0,OL,OM,mer. 06/12 01:00,39.509,0.44788,0.46666,0.46442,
Lovren Dejan,DC,6,-1,,7,24.92,15.02,7,8,7,8,8,9,10,11,3.75,0,5.26,503,2,0,19,01.06,0,0.82,0,0,1,1,0,1,180,0,1642,90,0,86.42,,1642,4,1000,0,0,4.5,3,0,0,0,0,0,0,0,0,0,0,5,4,5.5,4.5,6,0,6,5.5,5.5,5.5,5.5,5.5,6,5.5,6,6,4.5,6,0,0,0,0,0,0,null,,null,null,null,null,1,0,1,0.8469,155,2,3,47.37,3,null,null,7,1,2,2,4,5,23,1,1,1,null,-1,null,-1,null,1,117,-257.5,-41.2,4.50,OL,OM,mer. 06/12 01:00,39.509,0.44788,0.46666,0.46442,
Sarr Mamadou,DC,1,0,,1,0.6,0.3,1,1,1,1,1,1,2,2,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,OL,OM,mer. 06/12 01:00,39.509,0.44788,0.46666,0.46442,
Laaziri Achraf,DL,1,0,,,,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,OL,OM,mer. 06/12 01:00,39.509,0.44788,0.46666,0.46442,
Chaib Yacine,DL,1,0,,1,1.2,1.2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,OL,OM,mer. 06/12 01:00,39.509,0.44788,0.46666,0.46442,
Tolisso Corentin,MD,12,-1,,16,32.13,06.01,14,18,14,17,16,18,16,23,5.38,0,5.77,516.75,8,0,28,0.64,0,0.81,1,0,2,0.75,0,0.86,547,0,2051,68.38,0,73.25,547,1026,5,12,0,0,5.5,5,5,4.5,6,5,5.5,0,6.5,5,6.5,7,6.5,0,5.5,5.5,7,7.5,4.5,7,5.5,5,0,6,6.5,6,6,6,5,5.5,0,5,0,0,0,0,1,1,null,null,null,1,15,12,3,0.8086,492,4,11,55.38,6,null,null,17,24,7,3,8,8,89,14,14,9,null,-5,null,-8,null,8,182.94,-139.06,-13.81,5.50,OL,OM,mer. 06/12 01:00,39.509,0.44788,0.46666,0.46442,
Alvero Skelly,MD,7,1,,,0.9,,7,7,10,10,7,7,7,7,4.7,6,5.26,484,5,1,27,0.91,0,0.98,1,1,3,0.6,1,0.81,273,90,1860,54.6,90,68.89,273,620,5,7,6,0,0,4.5,3.5,0,0,5,4.5,0,0,0,4,5.5,6,5,5,4,5,7,4.5,7,5,7,6,5.5,5,6,7,5.5,5,4,5,0,4.5,0,0,0,null,,null,1,null,null,4,3,2,0.8426,178,null,7,41.3,9,null,null,4,10,2,1,4,5,36,null,null,6,null,-2,null,-5,null,3,103.1,-116.3,-14.18,0,OL,OM,mer. 06/12 01:00,39.509,0.44788,0.46666,0.46442,Sursis
Akouokou Paul,MD,8,-1,,13,7.21,2.7,13,14,10,10,14,14,14,16,5.33,0,5.25,487.33,3,0,12,0.58,0,0.72,0,0,0,1,0,0.33,173,0,437,57.67,0,36.42,,,null,1000,0,0,5,0,0,5,6,0,0,0,0,0,0,5,4.5,0,7,6,0,0,5,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,5,0,0,0.5,,null,null,null,null,2,0,null,0.8563,133,4,5,72.73,1,null,null,6,11,null,null,5,2,18,null,null,1,null,-2,null,-2,null,2,131,-73.17,-2.27,0,OL,OM,mer. 06/12 01:00,39.509,0.44788,0.46666,0.46442,
Maitland-Niles Ainsley,MO,9,-1,,,15.02,,10,10,10,10,10,10,10,10,5,0,4.74,471,5,0,21,0.71,0,0.87,0,0,0,0.6,0,0.57,266,0,1287,53.2,0,61.29,,,null,1000,0,0,5,0,0,5,0,4,6,5,0,0,0,4,3,3.5,4.5,0,3.5,4,5,6.5,0,5,4.5,6,5,0,0,5,0,4.5,5.5,5,0,0,0,0,0.5,,null,null,null,null,3,1,2,0.7755,177,4,3,55.56,1,null,null,9,9,3,3,6,7,31,1,1,1,null,-4,null,-8,null,2,101.2,-90,-5.56,0,OL,OM,mer. 06/12 01:00,39.509,0.44788,0.46666,0.46442,
El Arouch Mohamed,MO,1,-2,,4,3.3,1.2,4,4,4,4,6,6,4,4,5,0,5,487,1,0,2,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,,,null,1000,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,1,3,null,null,50,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18,-3.5,0.6,0,OL,OM,mer. 06/12 01:00,39.509,0.44788,0.46666,0.46442,
Cherki Rayan,MO,15,-1,,24,45.05,15.32,21,30,18,24,24,25,22,34,4.95,4.95,5.39,503.6,10,10,33,0.55,0.55,0.97,0,0,4,0.7,0.7,0.82,578,578,2250,57.8,57.8,68.18,,563,6.5,1000,5.5,0,4.5,5,4,4.5,5.5,5,5.5,4.5,5.5,5,6,7,5.5,5.5,0,4.5,6.5,7,5.5,5,4,5,4.5,4.5,7.5,6.5,5.5,5.5,5,5,5.5,8,4.5,0,0,0,1,,null,null,1,1,21,16,10,0.8182,496,1,3,44.55,5,null,null,7,13,12,8,null,14,118,12,12,11,null,-6,null,-11,2,14,121.22,-105.13,-5.56,4.50,OL,OM,mer. 06/12 01:00,39.509,0.44788,0.46666,0.46442,
