Joueur,Poste,Cote,Var cote,Cote prédite,Enchère moy,% achat,% achat tour 1,Q2 Toutes tailles,Q3 Toutes tailles,Q2 à 6 joueurs,Q3 à 6 joueurs,Q2 à 8 joueurs,Q3 à 8 joueurs,Q2 à 10 joueurs,Q3 à 10 joueurs,Note,Note série,Note 1 an,Note M11,Nb match,Nb match série,Nb match 1 an,Variation,Var série,Var 1 an,But,Buts série,Buts 1 an,%Titu,%Titu série,%Titu 1 an,Temps,Tps série,Tps 1 an,Tps moy,Tps moy série,Tps moy 1 an,Min/But,Min/But 1 an,Min note/but,Prix/but,j9,j8,j7,j6,j5,j4,j3,j2,j1,j38,j37,j36,j35,j34,j33,j32,j31,j30,j29,j28,j27,j26,j25,j24,j23,j22,j21,j20,j19,j18,j17,j16,j15,j14,j13,j12,j11,j10,Cleansheet,But/Peno,But/Coup-franc,But/surface,Pass decis.,Occas° créée,Tirs,Tirs cadrés,Corner gagné,%Passes,Ballons,Interceptions,Tacles,%Duel,Fautes,But évité,Action stoppée,Poss Def,Poss Mil,Centres,Centres ratés,Dégagements,But concédé,Ballon perdu,Passe>Tir,Passe perfo,Dépossédé,Plonge&stop,Nb matchs gagnés,Erreur>But,Diff de buts,Grosse occas manquée,Balle non rattrapée,Bonus moy,Malus moy,Index MPGStats,DMI,Club,Prochain opposant,Date,Victoire probable,%Win+12J,%Win+16J,%Win+20J
Maldini Daniel,MO,5,-3,,9,1.35,1.35,9,9,8,8,8,8,9,9,0,0,4.9,0,0,0,15,0,0,0.69,0,0,2,0,0,0.27,0,0,549,0,0,36.6,,275,6,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,6,5.5,6,4.5,4.5,4.5,0,5,4.5,4,0,0,4.5,0,4.5,6,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Empoli,Atalanta,lun. 30/10 18:30,20.61855670103093,0.37313,0.37169,0.371
Gyasi Emmanuel,A,8,-1,,12,45.95,1.35,12,12,11,11,13,16,12,12,4.58,5.5,4.65,315.17,6,2,30,0.8,0.71,0.67,1,1,3,0.33,0,0.87,184,21,2118,30.67,10.5,70.6,184,706,6,8,6,5,0,4,0,0,4,4.5,4,4,3.5,5,5,5,6,4,4.5,4,4.5,5,4.5,5,4,5.5,5,5,0,4,4,5,5,6,4.5,0,0,4,0,0,1,,null,null,null,null,4,3,null,0.8768,72,1,null,25.81,6,null,null,3,5,2,1,1,3,22,2,2,8,null,-1,null,-2,2,4,49.92,-45.43,2.85,0,Empoli,Atalanta,lun. 30/10 18:30,20.61855670103093,0.37313,0.37169,0.371
Caputo Francesco,A,8,-2,,18,82.89,11.84,18,21,13,13,20,22,18,20,4.5,5.17,4.79,341.29,7,3,33,1.15,1.61,01.05,1,1,6,0.86,1,0.91,468,222,2558,66.86,74,77.52,468,426,6,8,7,4.5,4,0,0,4.5,3.5,4,4,0,0,7.5,4,6.5,5,4,3.5,4,4,6,5.5,4,4,4.5,5.5,6,4,6,5,5,6,5.5,4.5,4,4.5,3.5,4.5,0,2,,null,null,null,1,15,9,2,0.7206,136,null,null,43.33,3,null,null,3,4,1,1,null,8,45,2,2,7,null,-4,null,-13,2,11,60.66,-46,3.33,5.50,Empoli,Atalanta,lun. 30/10 18:30,20.61855670103093,0.37313,0.37169,0.371
Cancellieri Matteo,A,10,3,,10,35.14,10.81,10,10,10,10,10,10,10,10,4.94,4.94,4.68,377.67,9,9,20,0.81,0.81,0.63,0,0,0,0.67,0.67,0.35,504,504,653,56,56,32.65,,,null,1000,5.5,5.5,5,6.5,4.5,4,4,4.5,5,0,0,0,0,4.5,0,0,0,4,0,0,4.5,4.5,5,0,5,0,0,0,0,0,0,4,4,4.5,4.5,4.5,0,0,3,,null,null,1,1,10,2,5,0.6645,269,1,8,45.22,10,null,null,8,9,19,18,5,7,83,4,4,17,null,-4,null,-13,null,11,114.64,-84.28,-4.39,0,Empoli,Atalanta,lun. 30/10 18:30,20.61855670103093,0.37313,0.37169,0.371
Destro Mattia,A,6,-1,,,5.41,,,,,,,,,,4.2,4,4.29,435.2,5,1,14,0.27,0,0.47,0,0,0,0.2,0,0.21,133,23,337,26.6,23,24.07,,,null,1000,4,0,4,0,4.5,4.5,4,0,0,4.5,4.5,0,4.5,4,4.5,0,5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,3,0,0,null,,null,null,null,null,4,1,null,0.6733,46,2,null,47.06,2,null,null,null,1,null,null,1,5,12,1,1,1,null,-3,null,-11,2,3,16.38,-23,-0.76,3.00,Empoli,Atalanta,lun. 30/10 18:30,20.61855670103093,0.37313,0.37169,0.371
Terracciano Pietro,G,14,4,,16,29.73,18.92,16,17,16,17,16,16,16,24,5.57,5.67,5.45,476.71,7,6,28,1.43,1.54,1.16,0,0,0,1,1,1,630,540,2520,90,90,90,,,null,1000,4,5,6,5.5,8.5,5,0,0,5,0,0,0,0,6.5,3,0,4.5,4.5,5,7,6,0,6.5,7,5.5,5.5,5.5,5,5,4,6,5.5,4,4.5,6,7,0,0,2,,null,null,null,null,0,0,null,,null,null,null,,null,18,2,null,null,null,null,null,6,null,null,null,null,13,4,null,9,null,null,122.43,-49.29,12.11,5.00,Fiorentina,Lazio,lun. 30/10 20:45,32.25806451612903,0.59275,0.60081,0.58666
Oliver Christensen,G,7,-3,,9,20.27,12.16,10,10,7,7,7,7,10,10,4,0,4,258.5,2,0,2,0,0,0,0,0,0,1,0,1,180,0,180,90,0,90,,,null,1000,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,3,4,null,null,null,null,null,5,null,null,null,null,4,-1,null,-4,null,null,95.5,-180,-52.45,0,Fiorentina,Lazio,lun. 30/10 20:45,32.25806451612903,0.59275,0.60081,0.58666
Martínez Lucas,DC,15,7,,15,20.27,10.81,15,15,15,15,15,15,15,15,5.57,5.83,5.46,507.71,7,6,23,1.17,01.03,0.94,2,2,2,1,1,0.96,630,540,1890,90,90,82.17,315,945,6,7.5,4,6,6.5,5.5,7,6,0,4,0,6,6,5.5,0,0,4,0,3.5,5,5.5,5,0,6,5,6.5,6,0,4.5,0,0,0,0,6.5,0,0,5.5,6,0,0,3,,null,null,null,null,7,5,2,0.8043,477,10,16,59.04,10,null,null,21,21,null,null,19,7,79,3,3,null,null,3,null,6,null,2,234.36,-166.43,-17.2,0,Fiorentina,Lazio,lun. 30/10 20:45,32.25806451612903,0.59275,0.60081,0.58666
Biraghi Cristiano,DL,10,-3,,17,93.42,78.95,16,20,16,17,15,17,21,24,5,0,5.2,387.2,5,0,28,1.17,0,0.71,1,0,3,0.8,0,0.89,331,0,2089,66.2,0,74.61,331,696,5,10,0,0,0,4.5,4.5,5,4,0,7,0,5.5,0,5,0,5,6.5,5,5,5,6,5.5,5,5,6.5,0,5,5,4,5,4.5,5,5,5,5,6,6,0,0,1,,null,null,1,null,1,1,2,0.7853,357,3,2,33.33,9,null,null,11,5,14,12,7,4,65,1,1,null,null,2,null,2,null,1,162.3,-172.7,-20.94,4.00,Fiorentina,Lazio,lun. 30/10 20:45,32.25806451612903,0.59275,0.60081,0.58666
Kayode Michael,DL,11,2,,11,48.65,24.32,11,11,11,12,11,11,11,11,5.75,5.6,5.75,446,6,5,6,01.04,01.08,01.04,0,0,0,0.67,0.6,0.67,474,392,474,79,78.4,79,,,null,1000,4,6,6.5,5,6.5,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,null,null,null,null,1,0,4,0.8368,418,7,10,60.78,3,null,null,19,16,17,13,12,4,67,4,4,4,null,3,null,8,null,3,216.83,-143.08,-12.28,0,Fiorentina,Lazio,lun. 30/10 20:45,32.25806451612903,0.59275,0.60081,0.58666
Parisi Fabiano,DL,13,2,,13,18.92,8.11,13,13,13,13,14,15,13,16,5.42,6,5.11,470.83,6,4,28,1.24,01.08,1.11,0,0,1,1,1,1,540,360,2424,90,90,86.57,,2424,7,1000,5,7.5,6,5.5,0,4.5,0,4,0,0,0,6.5,4.5,6,5,5,3,4.5,5,7,5,5,4,5,0,3,4.5,0,6.5,5.5,4.5,5,7,4,5,0,0,0,2,,null,null,1,2,4,3,4,0.8322,504,10,2,63.64,5,null,null,30,28,18,16,5,7,82,6,6,4,null,2,null,4,1,13,242.42,-200.17,-17.58,0,Fiorentina,Lazio,lun. 30/10 20:45,32.25806451612903,0.59275,0.60081,0.58666
Ranieri Luca,DL,5,1,,5,48.65,27.03,5,6,6,6,5,5,5,5,4.88,0,05.04,370.25,4,0,12,1.31,0,0.78,0,0,0,0.75,0,0.58,277,0,692,69.25,0,57.67,,,null,1000,0,5,0,0,6,0,3,0,5.5,6,0,5,0,0,5,5.5,0,0,0,5,0,0,5,0,0,5,0,4.5,0,0,0,0,0,0,0,0,0,0,1,,null,null,null,null,0,0,null,0.8249,201,6,null,38.46,4,null,null,7,3,1,1,10,4,29,1,1,null,null,2,null,3,null,null,96.5,-116.25,-15.5,4.50,Fiorentina,Lazio,lun. 30/10 20:45,32.25806451612903,0.59275,0.60081,0.58666
Milenkovic Nikola,DC,11,3,,11,62.33,39.73,11,12,11,11,11,11,11,12,4.72,4.72,5.17,409.22,9,9,29,0.97,0.97,01.05,0,0,2,0.89,0.89,0.9,745,745,2405,82.78,82.78,82.93,,1203,7,1000,4,6,6,5,5,4.5,3,4,5,0,5,0,6,5,0,6.5,3.5,5.5,0,5.5,6,6.5,0,0,4.5,5,4.5,5,5.5,5,5.5,0,3,6,7,7,0,0,2,,null,null,null,null,4,4,2,0.8457,553,5,5,60.32,10,null,null,21,18,null,null,23,11,76,3,3,1,null,3,null,5,null,2,122.56,-147.33,-16.76,5.00,Fiorentina,Lazio,lun. 30/10 20:45,32.25806451612903,0.59275,0.60081,0.58666
Dodô,DL,9,-3,,14,39.47,19.74,12,16,13,13,18,21,12,14,4.6,0,5.18,304.8,5,0,30,0.65,0,0.9,0,0,1,0.8,0,0.83,268,0,2010,53.6,0,67,,2010,7.5,1000,0,0,0,0,5,5,3.5,4.5,5,5.5,5,0,5,5,5,7.5,4.5,5.5,5,5,6,6,7,6,5.5,5,4.5,5,0,3.5,4,5,5,5,7,5,0,0,null,,null,null,null,1,1,1,null,0.6698,216,3,2,52.94,2,null,null,4,5,8,6,6,7,35,6,6,null,null,2,null,2,null,4,75.9,-127,-17.98,5.00,Fiorentina,Lazio,lun. 30/10 20:45,32.25806451612903,0.59275,0.60081,0.58666
Mina Yerry,DC,3,-4,,12,21.05,13.16,11,14,12,14,14,16,10,12,0,0,5.58,0,0,0,6,0,0,1.11,0,0,2,0,0,1,0,0,526,0,0,87.67,,263,6,1000,0,0,0,0,0,0,0,0,0,6,7,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,6,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Fiorentina,Lazio,lun. 30/10 20:45,32.25806451612903,0.59275,0.60081,0.58666
Bonaventura Giacomo,MO,19,4,,23,98.68,81.58,22,27,21,27,21,26,25,31,6.22,6.22,5.77,443.33,9,9,30,1.25,1.25,01.04,4,4,8,1,1,0.73,721,721,1936,80.11,80.11,64.53,180,242,5.5,4.75,5.5,7,6,5.5,8,6.5,4.5,5,8,5,0,0,5.5,5.5,6,0,0,4.5,5,7,5,0,6.5,5,5,4.5,6,6,5,4.5,6.5,5,0,7,7.5,5,0,0,3,,null,1,2,1,17,13,5,0.8547,497,4,5,48.21,3,null,null,10,18,14,8,2,10,83,16,16,9,null,3,null,5,null,14,207.44,-69.72,3.33,6.00,Fiorentina,Lazio,lun. 30/10 20:45,32.25806451612903,0.59275,0.60081,0.58666
Duncan Alfred,MD,11,1,,14,41.89,10.81,11,16,11,11,,,13,26,5.56,5.42,5.16,386.25,8,6,28,01.08,01.07,0.9,1,0,2,0.75,0.83,0.64,528,438,1490,66,73,53.21,528,745,7,11,4.5,5,4.5,6.5,5,7,0,7,5,5.5,5,4.5,5,4.5,4.5,8,5,0,5,0,5,5,0,0,0,5,0,0,4.5,5,4.5,4,4.5,5,5,5.5,0,0,2,,null,null,3,null,6,3,3,0.8018,334,2,6,33.96,9,null,null,7,21,13,7,3,6,64,17,17,2,null,4,null,9,1,3,179.88,-105,-14.51,0,Fiorentina,Lazio,lun. 30/10 20:45,32.25806451612903,0.59275,0.60081,0.58666
Mandragora Rolando,MD,15,2,,15,63.51,29.73,15,17,15,17,15,15,15,19,05.06,05.06,5.38,373.11,9,9,29,0.88,0.88,0.82,1,1,2,0.44,0.44,0.69,373,373,1773,41.44,41.44,61.14,373,887,7,15,4.5,5,5.5,5,5.5,4.5,4,4.5,7,0,6,5,5,5,5.5,0,4.5,5,4.5,6,5,7.5,6,7,5.5,0,5,5,0,0,0,0,5.5,5.5,6,6,0,0,1,,null,null,1,1,5,3,1,0.8436,269,2,2,57.58,3,null,null,6,14,3,3,2,8,41,1,1,3,null,3,null,5,null,4,90.22,-66.28,-7.01,5.00,Fiorentina,Lazio,lun. 30/10 20:45,32.25806451612903,0.59275,0.60081,0.58666
Ikoné Jonathan,MO,10,2,,11,22.97,10.81,10,11,10,12,10,16,11,12,5.67,0,5.5,534.67,3,0,26,0.58,0,0.62,0,0,2,0.33,0,0.77,143,0,1676,47.67,0,64.46,,838,6,1000,0,6,6,5,0,0,0,0,0,5.5,7.5,4.5,5.5,0,6,0,0,5,5,5.5,5,6,6,6,5.5,4.5,0,5.5,5.5,5,5,5,5.5,5.5,6,5.5,0,0,1,,null,null,null,null,4,2,2,0.8881,83,1,3,66.67,null,null,null,4,5,1,1,1,1,13,null,null,2,null,2,null,5,null,3,98.5,-33.83,0.07,5.50,Fiorentina,Lazio,lun. 30/10 20:45,32.25806451612903,0.59275,0.60081,0.58666
Arthur,MD,12,2,,12,72.97,39.19,12,13,12,12,12,12,13,14,5.44,5.44,5.44,376.89,9,9,9,0.88,0.88,0.88,0,0,0,0.78,0.78,0.78,604,604,604,67.11,67.11,67.11,,,null,1000,4,6,6.5,5,5,5.5,4.5,6,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,null,null,1,1,1,1,1,0.9373,526,4,12,57.14,5,null,null,14,22,2,null,4,8,48,6,6,9,null,3,null,5,null,4,143.33,-86.5,-5.81,0,Fiorentina,Lazio,lun. 30/10 20:45,32.25806451612903,0.59275,0.60081,0.58666
Lopez Maxime,MO,8,-2,,13,47.3,17.57,11,13,12,12,11,13,12,14,5,0,05.02,165,3,0,24,1.32,0,0.95,0,0,0,1,0,0.79,216,0,1702,72,0,70.92,,,null,1000,0,0,0,0,6,0,0,3.5,5.5,4.5,5,5,5,5,0,6,3,6,6,5,5.5,5.5,6.5,5,4,5,0,0,0,4,0,0,0,6,5.5,3,5,0,1,,null,null,null,null,0,0,null,0.8785,193,2,3,50,2,null,null,8,6,null,null,1,2,24,3,3,null,null,-1,null,-2,null,1,145.17,-129,-9.3,0,Fiorentina,Lazio,lun. 30/10 20:45,32.25806451612903,0.59275,0.60081,0.58666
Infantino Gino,MO,6,-1,,7,5.41,2.7,7,7,6,6,8,8,7,7,4.8,0,4.8,287.6,5,0,5,0.27,0,0.27,0,0,0,0,0,0,78,0,78,15.6,0,15.6,,,null,1000,0,4.5,4.5,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,1,1,null,0.8628,59,1,1,27.78,3,null,null,null,1,null,null,null,1,12,1,1,4,null,2,null,4,null,1,28.6,-28,-3.34,0,Fiorentina,Lazio,lun. 30/10 20:45,32.25806451612903,0.59275,0.60081,0.58666
Barák Antonín,MO,4,-1,,8,9.46,5.41,8,8,11,18,8,8,8,9,4.75,0,5.11,483.5,2,0,23,0.35,0,0.72,0,0,2,0,0,0.61,21,0,1219,10.5,0,53,,610,6,1000,0,0,0,5,0,4.5,0,0,0,0,5.5,4.5,6,0,4.5,0,4.5,5,4.5,4.5,5,6.5,5,7,5.5,0,4,5.5,5,5,0,4.5,6,5,5,0,0,0,null,,null,null,null,null,1,1,2,0.9546,23,null,null,,1,null,null,1,null,null,null,null,null,5,null,null,2,null,1,null,1,null,1,23.75,-27.5,-3.7,5.50,Fiorentina,Lazio,lun. 30/10 20:45,32.25806451612903,0.59275,0.60081,0.58666
Castrovilli Gaetano,MO,5,-2,,8,04.05,04.05,7,8,12,12,18,18,9,9,0,0,5.4,0,0,0,15,0,0,01.06,0,0,2,0,0,0.47,0,0,716,0,0,47.73,,358,7.5,1000,0,0,0,0,0,0,0,0,0,6,0,0,8,5,5,7.5,5,4.5,4.5,6,0,0,5,4.5,0,5,0,0,0,5,5,5,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Fiorentina,Lazio,lun. 30/10 20:45,32.25806451612903,0.59275,0.60081,0.58666
González Nicolás,A,21,5,,26,97.37,77.63,25,32,21,26,25,36,26,36,6,6.25,5.63,432.38,8,4,26,1.28,0.96,01.05,5,3,10,0.88,0.75,0.69,542,262,1709,67.75,65.5,65.73,108,171,5,4.2,5,6,7,7,0,5.5,3.5,7,7,6.5,0,0,5,4,6.5,6,0,6.5,4.5,0,5.5,4,6,7,5,4.5,6,6.5,5,5,5,0,0,0,0,0,0,0,1,,null,null,1,1,22,11,9,0.7246,356,2,6,58.43,3,null,null,4,12,7,7,1,10,98,4,4,6,null,2,null,3,1,15,215.53,-92.02,16.6,6.50,Fiorentina,Lazio,lun. 30/10 20:45,32.25806451612903,0.59275,0.60081,0.58666
Brekalo Josip,A,10,3,,10,59.46,9.46,10,10,10,10,10,10,10,10,5.5,5.67,5.43,394.88,8,3,14,0.96,1.76,0.81,1,1,1,0.75,1,0.5,487,182,714,60.88,60.67,51,487,714,7.5,10,4,7.5,5.5,0,5.5,5.5,5.5,5,5.5,0,0,4.5,6,0,0,0,0,5,6,0,0,5,0,0,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,3,,null,null,null,null,6,4,1,0.867,301,1,6,42.55,9,null,null,10,9,15,12,null,6,48,5,5,3,null,3,null,5,null,5,119.63,-55.31,1.54,0,Fiorentina,Lazio,lun. 30/10 20:45,32.25806451612903,0.59275,0.60081,0.58666
Kouamé Christian,A,7,0,,7,36.49,5.41,7,7,7,7,20,20,7,7,4.92,4,5.13,416.17,6,1,24,0.97,0,0.81,1,0,3,0.33,0,0.63,179,8,1289,29.83,8,53.71,179,430,6,7,4,0,4.5,0,5.5,6.5,5,4,0,4.5,6,5.5,5,4.5,0,6,7,0,0,0,5,0,0,0,0,4,0,4.5,5,5,5.5,5.5,4,5,6,5.5,0,0,1,,null,null,null,null,6,2,1,0.7697,133,null,1,37.5,3,null,null,6,9,2,2,null,1,38,2,2,4,null,1,null,null,null,8,68.77,-40.23,2.37,4.50,Fiorentina,Lazio,lun. 30/10 20:45,32.25806451612903,0.59275,0.60081,0.58666
M'Bala Nzola,A,10,2,,23,89.47,56.58,22,32,22,30,22,34,22,28,4.67,4.67,4.9,364.89,9,9,29,0.71,0.71,1.28,1,1,10,0.67,0.67,0.83,575,575,2238,63.89,63.89,77.17,575,224,5.5,10,4.5,4.5,6,5,4,4,4,4.5,5.5,5,2.5,4,6,4.5,0,0,5,3,6,0,3.5,6.5,4.5,7.5,4,0,0,0,0,5.5,4,7.5,7.5,4,4,5.5,0,0,2,,null,null,1,null,9,7,3,0.7644,224,null,3,30.21,16,null,null,2,7,1,null,12,8,72,7,7,21,null,3,null,5,1,27,63.46,-48.51,0.11,0,Fiorentina,Lazio,lun. 30/10 20:45,32.25806451612903,0.59275,0.60081,0.58666
Sottil Riccardo,A,5,-1,,6,25.68,5.41,6,6,5,5,5,5,6,6,5.1,5,4.91,281,5,1,16,0.42,0,0.46,0,0,0,0.4,0,0.38,234,45,632,46.8,45,39.5,,,null,1000,5,0,0,5.5,0,0,5,5.5,4.5,0,4.5,5,0,4.5,4.5,6,5,4.5,5,4.5,5,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,null,null,null,null,10,7,3,0.8892,132,1,3,50,2,null,null,4,5,10,9,null,4,26,2,2,3,null,-1,null,-3,1,6,88.38,-56.98,-1.78,0,Fiorentina,Lazio,lun. 30/10 20:45,32.25806451612903,0.59275,0.60081,0.58666
Beltrán Lucas,A,8,-1,,12,59.21,19.74,11,13,11,11,13,13,12,15,4.63,4.5,4.63,357,8,1,8,0.69,0,0.69,0,0,0,0.38,0,0.38,259,17,259,32.38,17,32.38,,,null,1000,4.5,0,6,4.5,4.5,4.5,3.5,5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,null,null,1,1,4,4,1,0.7665,119,null,4,41.67,5,null,null,null,1,1,1,2,3,38,3,3,7,null,2,null,3,null,12,32.64,-21.66,-1.17,0,Fiorentina,Lazio,lun. 30/10 20:45,32.25806451612903,0.59275,0.60081,0.58666
Cerofolini Michele,G,7,0,,11,12.16,2.7,11,13,8,8,7,7,11,13,6,0,5.83,0,1,0,6,0,0,0.26,0,0,0,1,0,1,90,0,540,90,0,90,,,null,1000,0,0,0,0,0,0,0,6,0,5.5,6,6,6,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,3,2,null,null,null,null,null,1,null,null,null,null,2,1,null,1,null,null,149,-30,19.2,0,Frosinone,Cagliari,dim. 29/10 12:30,33.557046979865774,0.39305,0.37506,0.37357
Turati Stefano,G,15,2,,15,28.38,9.46,15,16,15,15,15,15,15,16,5.88,06.07,5.88,486.13,8,7,8,01.09,01.02,01.09,0,0,0,1,1,1,720,630,720,90,90,90,,,null,1000,5.5,5.5,4.5,6,7,6.5,7.5,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,null,null,null,null,0,0,null,,null,null,null,,null,27,9,null,null,null,null,null,12,null,null,null,null,17,-1,null,-2,null,null,150.63,-65,2.66,0,Frosinone,Cagliari,dim. 29/10 12:30,33.557046979865774,0.39305,0.37506,0.37357
Frattali Pierluigi,G,3,-4,,7,1.35,1.35,7,7,,,,,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Frosinone,Cagliari,dim. 29/10 12:30,33.557046979865774,0.39305,0.37506,0.37357
Monterisi Ilario,DC,11,1,,11,62.16,37.84,11,11,11,11,11,12,11,11,5.36,0,5.36,372.71,7,0,7,1.11,0,1.11,1,0,1,0.86,0,0.86,496,0,496,70.86,0,70.86,496,496,7.5,11,0,6,5,5,0,5,5,7.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,,null,null,null,null,2,1,1,0.8233,403,2,4,72.09,1,null,null,22,18,null,null,23,9,55,1,1,null,null,1,null,null,1,1,140.69,-113.14,-12.69,0,Frosinone,Cagliari,dim. 29/10 12:30,33.557046979865774,0.39305,0.37506,0.37357
Romagnoli Simone,DC,12,4,,12,55.41,37.84,12,12,12,12,12,12,12,12,5.28,5.28,5.13,429.11,9,9,16,0.97,0.97,0.79,1,1,1,0.89,0.89,0.56,663,663,827,73.67,73.67,51.69,663,827,7,12,4,5,5,5.5,7,5,6,6,4,5,0,0,5,0,4,5,5,5,0,0,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,,null,null,1,1,2,1,null,0.8522,443,7,2,63.41,3,null,null,11,16,null,null,42,11,48,2,2,null,null,null,null,-1,null,3,120.83,-96.39,-10.46,0,Frosinone,Cagliari,dim. 29/10 12:30,33.557046979865774,0.39305,0.37506,0.37357
Lirola Pol,DL,8,1,,8,10.81,6.76,8,8,,,8,8,8,8,5.25,0,5,570.5,2,0,9,01.06,0,0.66,1,0,2,0,0,0.33,4,0,307,2,0,34.11,4,154,6,8,0,4.5,0,0,0,6,0,0,0,0,0,5,0,0,0,0,5,0,5,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,6,4,5,0,0,null,,null,null,null,null,1,1,null,0.1667,5,null,null,66.67,1,null,null,null,null,null,null,null,1,2,null,null,null,null,2,null,3,null,null,75,-24,-3.5,0,Frosinone,Cagliari,dim. 29/10 12:30,33.557046979865774,0.39305,0.37506,0.37357
Marchizza Riccardo,DC,9,1,,9,10.81,04.05,10,10,10,10,9,9,9,10,4.94,4.94,4.85,403.89,9,9,17,0.92,0.92,0.75,0,0,0,1,1,0.71,810,810,1074,90,90,63.18,,,null,1000,4,6,4,5,6.5,5,4.5,5.5,4,4,0,0,0,0,0,4.5,5,0,0,0,5,5,0,0,0,4,5.5,5,0,0,0,0,0,0,0,0,0,0,0.5,,null,null,3,1,4,1,10,0.73,436,4,5,39.02,3,null,null,23,11,15,10,19,13,99,8,8,1,null,null,null,-1,null,6,128.83,-149.22,-21.91,0,Frosinone,Cagliari,dim. 29/10 12:30,33.557046979865774,0.39305,0.37506,0.37357
Okoli Caleb,DC,6,5,,6,9.46,8.11,6,6,6,6,6,6,6,6,4.83,4.83,4.77,515.83,6,6,13,0.68,0.68,0.6,0,0,0,0.83,0.83,0.46,495,495,718,82.5,82.5,55.23,,,null,1000,5,5,3.5,5,5,5.5,0,0,0,5,5,4,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,4,0,5,0,0,null,,null,null,null,null,1,0,null,0.8449,324,2,5,62.5,4,null,null,13,10,null,null,22,7,45,1,1,1,null,null,null,null,null,2,110.48,-126.25,-12.03,0,Frosinone,Cagliari,dim. 29/10 12:30,33.557046979865774,0.39305,0.37506,0.37357
Oyono Anthony,DL,10,2,,10,16.22,9.46,10,10,10,10,10,10,10,10,4.83,4.83,4.83,403.44,9,9,9,0.83,0.83,0.83,0,0,0,1,1,1,805,805,805,89.44,89.44,89.44,,,null,1000,4,5,4,5,5,5.5,5.5,6,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,,null,null,null,2,2,2,null,0.8029,526,7,17,57.14,8,null,null,29,19,7,4,20,13,91,7,7,8,null,null,null,-1,null,15,142.22,-174.22,-18.47,0,Frosinone,Cagliari,dim. 29/10 12:30,33.557046979865774,0.39305,0.37506,0.37357
Kalaj Sergio,DC,3,-2,,7,1.35,1.35,7,7,,,,,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Frosinone,Cagliari,dim. 29/10 12:30,33.557046979865774,0.39305,0.37506,0.37357
