Joueur,Poste,Cote,Var cote,Cote prédite,Enchère moy,% achat,% achat tour 1,Q2 Toutes tailles,Q3 Toutes tailles,Q2 à 6 joueurs,Q3 à 6 joueurs,Q2 à 8 joueurs,Q3 à 8 joueurs,Q2 à 10 joueurs,Q3 à 10 joueurs,Note,Note série,Note 1 an,Note M11,Nb match,Nb match série,Nb match 1 an,Variation,Var série,Var 1 an,But,Buts série,Buts 1 an,%Titu,%Titu série,%Titu 1 an,Temps,Tps série,Tps 1 an,Tps moy,Tps moy série,Tps moy 1 an,Min/But,Min/But 1 an,Min note/but,Prix/but,j11,j10,j9,j8,j7,j6,j5,j4,j3,j2,j1,j38,j37,j36,j35,j34,j33,j32,j31,j30,j29,j28,j27,j26,j25,j24,j23,j22,j21,j20,j19,j18,j17,j16,j15,j14,j13,j12,Cleansheet,But/Peno,But/Coup-franc,But/surface,Pass decis.,Occas° créée,Tirs,Tirs cadrés,Corner gagné,%Passes,Ballons,Interceptions,Tacles,%Duel,Fautes,But évité,Action stoppée,Poss Def,Poss Mil,Centres,Centres ratés,Dégagements,But concédé,Ballon perdu,Passe>Tir,Passe perfo,Dépossédé,Plonge&stop,Nb matchs gagnés,Erreur>But,Diff de buts,Grosse occas manquée,Balle non rattrapée,Bonus moy,Malus moy,Index MPGStats,DMI,Club,Prochain opposant,Date,Victoire probable,%Win+12J,%Win+16J,%Win+20J
Robertson Andy,DL,13,1,,17,86.79,62.26,16,18,15,16,18,24,22,24,5.63,0,5.24,489,8,0,31,0.79,0,0.96,1,0,1,1,0,0.9,720,0,2531,90,0,81.65,720,2531,7,13,0,0,0,5,4.5,5,7,6,5.5,6,6,0,5,5.5,5,4,6,5,5,4,3,5,5,7,5,6.5,6,4,5,4,4.5,5,7,6,0,0,0,0,1,,null,null,null,1,2,2,4,0.8483,657,8,11,53.33,6,null,null,38,18,21,15,19,9,96,19,19,1,null,4,null,9,null,5,201.44,-140.31,-14.44,4.75,Liverpool,Brentford,dim. 12/11 15:00,72.99270072992701,0.68785,0.71903,0.71105
van Dijk Virgil,DC,16,1,,24,98.11,75.47,21,27,22,24,24,28,16,24,6,6.25,5.7,504,9,6,27,1.2,01.08,01.07,0,0,1,1,1,1,748,540,2323,83.11,90,86.04,,2323,7.5,1000,5.5,7,6.5,4.5,6.5,7.5,0,0,4,7,5.5,0,6,6,7,5,6,5.5,6,4,3.5,6,5,6,5.5,6,0,0,0,0,4,5.5,7.5,5.5,0,0,0,0,2,,null,null,2,2,9,2,1,0.917,754,13,4,78.57,4,null,null,22,22,null,null,49,9,50,6,6,null,null,4,null,9,1,1,204.56,-99.22,-2.12,5.50,Liverpool,Brentford,dim. 12/11 15:00,72.99270072992701,0.68785,0.71903,0.71105
Matip Joël,DC,10,1,,11,32.08,16.98,10,11,11,13,10,10,10,10,5.36,0,5,553.86,7,0,17,0.56,0,1.16,0,0,1,0.86,0,0.88,533,0,1367,76.14,0,80.41,,1367,7,1000,0,0,5.5,5,4.5,5,6,6,5.5,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,6,0,6,3,0,3,4.5,5,5.5,0,0,0,0,0,2,,null,null,null,null,3,0,null,0.8633,486,8,4,64,3,null,null,23,20,null,null,30,6,56,1,1,3,null,4,null,9,1,2,161.14,-119.14,-6.06,4.50,Liverpool,Brentford,dim. 12/11 15:00,72.99270072992701,0.68785,0.71903,0.71105
Alexander-Arnold Trent,DL,17,-3,,23,75.47,33.96,20,23,20,23,20,20,24,30,5.33,4.9,5.25,480.44,9,5,32,0.87,0.42,01.03,0,0,1,0.89,0.8,0.94,692,365,2628,76.89,73,82.13,,2628,6.5,1000,4.5,5.5,5,5,4.5,0,0,7,5,6.5,5,4.5,4.5,6.5,6,4.5,5,5,7,5.5,3.5,6.5,4.5,6.5,4.5,7,5,3.5,5,3.5,4,6,6,6,0,0,0,0,3,,null,null,1,3,14,9,10,0.7098,706,8,9,42.59,4,null,null,26,28,25,21,15,7,137,17,17,3,null,4,2,10,null,9,203.06,-180.94,-20.5,5.00,Liverpool,Brentford,dim. 12/11 15:00,72.99270072992701,0.68785,0.71903,0.71105
Quansah Jarell,DC,5,1,,5,3.77,1.89,5,5,5,5,5,5,5,5,5.33,0,5.33,535.33,3,0,3,0.58,0,0.58,0,0,0,0.33,0,0.33,115,0,115,38.33,0,38.33,,,null,1000,0,0,0,0,0,0,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,0.8397,125,2,3,58.33,1,null,null,2,2,null,null,6,1,8,null,null,null,null,3,null,6,null,null,62.5,-40.33,-2.83,0,Liverpool,Brentford,dim. 12/11 15:00,72.99270072992701,0.68785,0.71903,0.71105
Gomez Joe,DC,9,0,,10,15.09,7.55,10,10,9,9,10,10,12,12,5.25,5.25,5.13,526.5,10,10,20,0.49,0.49,0.81,0,0,0,0.5,0.5,0.6,501,501,1167,50.1,50.1,58.35,,,null,1000,5,5,5.5,5,4.5,5.5,5,6,6,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3.5,6,4.5,0,5,5,5.5,0,0,0,0,2,,null,null,null,null,5,1,3,0.8922,514,7,8,62.71,6,null,null,12,17,10,8,14,3,69,7,7,3,null,6,null,14,null,13,115.95,-90.5,-6.31,0,Liverpool,Brentford,dim. 12/11 15:00,72.99270072992701,0.68785,0.71903,0.71105
Konaté Ibrahima,DC,9,0,,12,56.6,35.85,12,14,12,14,11,12,20,20,5.19,5.1,4.91,458.88,8,5,23,0.53,0.65,0.86,0,0,0,0.63,0.6,0.87,468,281,1818,58.5,56.2,79.04,,,null,1000,4.5,6,5.5,4.5,5,0,5.5,0,0,5.5,5,0,4.5,5,5.5,4,0,5,5,5,3,6,5,5.5,0,0,0,0,5,4.5,2.5,0,0,0,0,0,0,0,2,,null,null,null,1,2,0,null,0.7951,487,3,4,51.79,9,null,null,19,9,null,null,21,5,36,2,2,1,null,3,null,8,null,2,107.25,-81,-6.02,4.00,Liverpool,Brentford,dim. 12/11 15:00,72.99270072992701,0.68785,0.71903,0.71105
Tsimikas Kostas,DL,3,-3,,6,26.42,16.98,5,6,5,6,6,6,6,6,5,5,4.86,511.75,4,3,14,0,0,0.31,0,0,0,0.5,0.67,0.43,179,175,495,44.75,58.33,35.36,,,null,1000,5,5,5,0,0,0,0,0,0,5,0,4,5,0,5,0,0,0,0,0,5,5,0,0,0,0,0,5,0,0,4.5,5,0,5,0,0,0,0,2,,null,null,null,1,0,0,4,0.7973,194,1,1,31.82,6,null,null,7,3,16,12,1,1,33,3,3,1,null,3,null,7,null,4,112.63,-118.75,-13.02,4.75,Liverpool,Brentford,dim. 12/11 15:00,72.99270072992701,0.68785,0.71903,0.71105
Bradley Conor,DL,1,0,,1,3.77,3.77,1,1,1,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Liverpool,Brentford,dim. 12/11 15:00,72.99270072992701,0.68785,0.71903,0.71105
Szoboszlai Dominik,MO,18,3,,33,98.11,90.57,32,36,32,36,36,46,32,35,6.41,6.41,6.41,507.73,11,11,11,1,1,1,1,1,1,1,1,1,966,966,966,87.82,87.82,87.82,966,966,8,18,4.5,8,6,6,6.5,6,6.5,8,6,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,null,1,2,3,22,15,8,0.8698,894,7,10,42.31,10,null,null,31,39,25,20,9,9,130,26,26,11,null,6,null,14,null,12,249.64,-92.73,-1.18,0,Liverpool,Brentford,dim. 12/11 15:00,72.99270072992701,0.68785,0.71903,0.71105
Mac Allister Alexis,MO,16,0,,23,79.25,30.19,23,28,24,30,16,16,25,26,5.5,5.5,5.69,457.55,11,11,32,0.87,0.87,01.07,0,0,6,1,1,0.88,885,885,2531,80.45,80.45,79.09,,422,3.5,1000,4.5,6,5.5,6,4.5,7,4.5,6,6,4.5,6,5,7,6,3.5,5,5,5,5.5,6.5,7,8,6.5,8,4.5,4.5,5,0,5,6.5,5.5,0,0,6.5,0,0,0,0,3,,null,null,1,1,5,2,1,0.8728,855,14,15,47.5,21,null,null,30,31,1,1,7,9,110,8,8,11,null,6,null,14,null,7,198.5,-136.18,-13.45,0,Liverpool,Brentford,dim. 12/11 15:00,72.99270072992701,0.68785,0.71903,0.71105
Gravenberch Ryan,MD,10,1,,17,16.98,5.66,15,20,15,20,10,12,10,10,5.36,5.36,5.36,508.86,7,7,7,0.56,0.56,0.56,0,0,0,0.43,0.43,0.43,273,273,273,39,39,39,,,null,1000,6,5.5,6,5.5,4.5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,null,null,null,1,5,4,2,0.8456,185,7,2,46.34,5,null,null,11,7,null,null,4,3,36,3,3,2,null,3,null,8,1,14,84.14,-42.79,-2.06,0,Liverpool,Brentford,dim. 12/11 15:00,72.99270072992701,0.68785,0.71903,0.71105
Elliott Harvey,MO,10,0,,10,5.66,1.89,10,10,10,10,10,10,10,10,5.33,5.38,5.3,465.78,9,4,27,0.35,0.48,0.8,0,0,0,0.11,0.25,0.33,247,128,975,27.44,32,36.11,,,null,1000,6,5,5.5,5,0,0,5.5,5.5,5,5,5.5,5.5,5,5,0,5,0,0,0,0,4,5.5,4,8,5,6,5,5,5,5,4.5,5.5,5,7,0,0,0,0,null,,null,null,1,1,9,6,4,0.8898,198,2,1,29.41,null,null,null,4,6,7,5,2,2,27,5,5,3,null,6,null,13,null,3,63.22,-25.39,-1.39,4.50,Liverpool,Brentford,dim. 12/11 15:00,72.99270072992701,0.68785,0.71903,0.71105
Jones Curtis,MO,9,-2,,,5.66,,16,22,20,20,13,20,14,14,5.1,0,5.39,392,5,0,19,0.74,0,0.94,0,0,3,0.8,0,0.79,281,0,1151,56.2,0,60.58,,384,6.5,1000,0,0,0,0,4,5.5,6,5,0,0,5,5,5,8,5.5,6.5,5.5,5,7,5,0,5.5,0,5,0,0,0,0,4.5,0,4.5,0,0,0,0,0,0,0,1,,null,null,null,null,3,3,2,0.9428,240,2,4,44.44,3,null,null,3,8,null,null,3,2,24,null,null,6,null,2,null,6,null,1,94.8,-66.2,-2.6,5.00,Liverpool,Brentford,dim. 12/11 15:00,72.99270072992701,0.68785,0.71903,0.71105
Endo Wataru,MD,8,-2,,,,,14,16,10,10,14,15,15,18,5,0,5,497.67,6,0,6,0.32,0,0.32,0,0,0,0.17,0,0.17,117,0,117,19.5,0,19.5,,,null,1000,0,5,0,0,4.5,5,0,5,5.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,0.8756,92,1,2,38.89,3,null,null,3,4,null,null,4,2,15,null,null,2,null,4,null,10,null,2,37.58,-27.5,-2.28,0,Liverpool,Brentford,dim. 12/11 15:00,72.99270072992701,0.68785,0.71903,0.71105
Alcântara Thiago,MD,1,-4,,1,5.66,1.89,1,1,1,1,7,7,8,8,0,0,5.27,0,0,0,11,0,0,0.98,0,0,0,0,0,0.64,0,0,698,0,0,63.45,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,4.5,5,4.5,0,0,0,0,0,0,0,4.5,6.5,4,4.5,7,6,6,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4.50,Liverpool,Brentford,dim. 12/11 15:00,72.99270072992701,0.68785,0.71903,0.71105
Bajcetic Stefan,MD,1,-2,,,1.89,,3,3,3,3,3,3,7,7,0,0,5,0,0,0,9,0,0,0.9,0,0,1,0,0,0.56,0,0,428,0,0,47.56,,428,6.5,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5.5,4.5,5,5.5,3.5,5.5,0,0,5,6.5,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Liverpool,Brentford,dim. 12/11 15:00,72.99270072992701,0.68785,0.71903,0.71105
Mohamed Salah Mohamed,A,41,1,,90,98.11,94.34,93,108,95,109,82,94,66,84,6.41,6.41,5.81,561,11,11,35,0.89,0.89,1.44,8,8,20,1,1,0.97,956,956,3013,86.91,86.91,86.09,120,151,5,5.13,4.5,6.5,7,7,5,7,7,7,7,6.5,6,6,5.5,7.5,6,5.5,5,6.5,7.5,5,6,5.5,2.5,9,6,6.5,7,3,4.5,3,4.5,5,7.5,4,0,0,0,0,3,3,null,1,4,11,35,21,7,0.7862,498,1,6,36.96,4,null,null,2,13,15,12,null,9,141,25,25,19,null,6,null,14,3,21,230.79,-81.14,19.06,5.25,Liverpool,Brentford,dim. 12/11 15:00,72.99270072992701,0.68785,0.71903,0.71105
Núñez Darwin,A,18,1,,33,88.68,56.6,32,40,31,41,26,39,34,36,5.7,6,5.33,502.5,10,4,29,01.09,0.82,1.17,4,1,10,0.5,0.75,0.59,509,288,1599,50.9,72,55.14,127,160,6,4.5,5,7,6,6,0,6,4,6,7.5,4.5,5,0,0,0,4.5,4.5,4,4,6,5,4,5.5,4,7.5,0,6,6.5,4,5,0,3.5,6,5,7.5,0,0,0,0,2,,null,null,3,3,32,19,7,0.706,237,null,5,34.55,7,null,null,3,8,3,3,2,4,69,6,6,10,null,7,null,15,10,17,143.78,-51.72,9.69,4.00,Liverpool,Brentford,dim. 12/11 15:00,72.99270072992701,0.68785,0.71903,0.71105
Díaz Luis,A,15,-2,,30,94.34,28.3,31,35,20,33,31,31,42,53,5.5,6,5.18,467.8,10,1,19,0.85,0,0.77,3,1,4,0.8,0,0.63,638,7,1020,63.8,7,53.68,213,255,6,5,6,0,6,4.5,4.5,5,5,5.5,5,7,6.5,5,4.5,4.5,4.5,6,4.5,5,4.5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,null,null,null,1,21,12,13,0.777,373,1,9,42.06,17,null,null,13,12,5,4,null,7,92,7,7,14,null,5,null,11,3,18,122.03,-50.27,6.74,4.50,Liverpool,Brentford,dim. 12/11 15:00,72.99270072992701,0.68785,0.71903,0.71105
Diogo Jota,A,20,-1,,30,77.36,26.42,26,36,26,39,32,34,21,21,5.1,5.5,05.09,472,10,3,27,1.45,0.5,1.32,3,1,10,0.6,1,0.56,502,214,1363,50.2,71.33,50.48,167,136,6,6.67,5,6,5.5,0,2,6,5,4,5.5,7.5,4.5,7.5,4,4.5,5,6,4.5,7,8,5,5,4.5,4.5,4,5,4,4,0,0,0,0,0,0,0,0,0,0,0,2,,null,null,null,null,19,12,6,0.757,300,2,5,41.86,11,null,null,7,13,4,4,3,3,80,9,9,9,null,6,null,14,1,18,103.14,-53.92,6.91,5.00,Liverpool,Brentford,dim. 12/11 15:00,72.99270072992701,0.68785,0.71903,0.71105
Gakpo Cody,A,18,1,,27,79.25,20.75,25,31,18,26,31,37,21,23,5.33,4.25,5.34,455.11,9,2,29,01.03,0.35,1.21,2,0,9,0.56,0,0.76,378,56,1829,42,28,63.07,189,203,6,9,4,4.5,0,0,7,5,6,4,6,6,5.5,6.5,5,5.5,4.5,6.5,7,5,7.5,5,3.5,5,4,8,4,6,6.5,5,5,3.5,0,0,0,0,0,0,0,0,null,,null,null,null,null,14,9,2,0.7568,187,2,2,51.72,9,null,null,6,8,3,3,4,6,47,4,4,2,null,5,null,12,2,12,95.81,-37.48,5.67,4.50,Liverpool,Brentford,dim. 12/11 15:00,72.99270072992701,0.68785,0.71903,0.71105
Doak Ben,A,1,-1,,1,1.89,1.89,1,1,1,1,2,2,1,1,4.5,0,4.67,0,1,0,3,0,0,0.29,0,0,0,0,0,0,13,0,36,13,0,12,,,null,1000,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,5,0,0,0,0,0,null,,null,null,null,null,0,0,null,1,6,null,null,,null,null,null,null,1,null,null,null,null,2,null,null,null,null,null,null,null,null,2,3,-6,-0.7,0,Liverpool,Brentford,dim. 12/11 15:00,72.99270072992701,0.68785,0.71903,0.71105
Kaminski Thomas,G,14,1,,18,7.55,3.77,18,19,16,16,14,14,20,20,5.23,5.23,5.23,479.09,11,11,11,01.03,01.03,01.03,0,0,0,1,1,1,990,990,990,90,90,90,,,null,1000,6.5,4.5,6.5,6,6,5,3.5,4,4.5,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,32,8,null,null,null,null,null,20,null,null,null,null,20,-6,1,-11,null,null,129.91,-93.64,-15.21,0,Luton Town,Man. United,sam. 11/11 16:00,13.245033112582782,0.2523,0.25134,0.24811
Krul Tim,G,7,0,,,3.77,,9,9,,,8,8,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Luton Town,Man. United,sam. 11/11 16:00,13.245033112582782,0.2523,0.25134,0.24811
Shea James,G,3,0,,,,,17,18,14,14,20,20,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Luton Town,Man. United,sam. 11/11 16:00,13.245033112582782,0.2523,0.25134,0.24811
Andersen Mads,DC,11,0,,13,9.43,5.66,14,14,15,15,11,11,14,14,5.42,0,5.42,452.67,6,0,6,0.58,0,0.58,1,0,1,0.67,0,0.67,373,0,373,62.17,0,62.17,373,373,6,11,0,0,0,5.5,6,0,5.5,6,5,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,null,null,null,null,3,1,null,0.7333,170,8,5,62.96,5,null,null,20,5,null,null,24,5,33,null,null,null,null,-4,null,-8,null,5,126.85,-88.33,-4.73,0,Luton Town,Man. United,sam. 11/11 16:00,13.245033112582782,0.2523,0.25134,0.24811
Lockyer Tom,DC,10,3,,11,9.43,3.77,10,11,10,11,15,15,10,10,4.8,5.29,4.8,488.4,10,7,10,1.11,0.86,1.11,1,1,1,1,1,1,857,587,857,85.7,83.86,85.7,857,857,6,10,6,3.5,5.5,5,6,5.5,5.5,0,3.5,4.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,null,null,1,1,5,2,null,0.6825,430,10,11,62.82,9,null,null,42,27,1,1,44,18,97,3,3,1,null,-5,null,-10,2,5,169.49,-188.65,-18.62,0,Luton Town,Man. United,sam. 11/11 16:00,13.245033112582782,0.2523,0.25134,0.24811
Kaboré Issa,DL,9,1,,,,,9,9,9,9,9,9,10,12,4.9,5,4.96,469.6,10,3,25,0.77,1.5,0.54,0,0,0,0.8,0.67,0.52,695,215,1350,69.5,71.67,54,,,null,1000,6.5,3.5,5,0,5,5,5,5,4,5,5,5,0,4.5,5,5,5.5,4.5,5,0,5,5,0,5,0,4.5,5,0,0,0,5,5.5,5.5,0,0,0,0,0,1,,null,null,1,4,6,3,2,0.7268,402,10,9,54.55,12,null,null,31,13,26,17,14,13,103,7,7,3,null,-5,null,-10,null,14,140.95,-159.9,-14.82,0,Luton Town,Man. United,sam. 11/11 16:00,13.245033112582782,0.2523,0.25134,0.24811
Burke Reece,DC,9,2,,10,1.89,1.89,10,10,,,10,10,9,9,4.75,0,4.75,525.88,8,0,8,0.6,0,0.6,0,0,0,0.88,0,0.88,597,0,597,74.63,0,74.63,,,null,1000,0,0,4.5,5,5.5,5,5,4.5,3.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,null,null,1,1,5,3,5,0.6568,298,7,7,60,6,null,null,12,5,7,6,24,12,75,6,6,3,null,-4,null,-6,1,8,144.5,-166.37,-19.97,0,Luton Town,Man. United,sam. 11/11 16:00,13.245033112582782,0.2523,0.25134,0.24811
Osho Gabriel,DC,1,-4,,1,20.75,15.09,1,1,1,1,1,1,8,8,4.75,4.75,4.75,521,2,2,2,01.06,01.06,01.06,0,0,0,1,1,1,147,147,147,73.5,73.5,73.5,,,null,1000,5.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,1,0.7292,47,2,2,57.14,null,null,null,2,1,1,1,8,3,10,null,null,2,null,-1,null,-2,null,null,79.8,-112,-13.65,0,Luton Town,Man. United,sam. 11/11 16:00,13.245033112582782,0.2523,0.25134,0.24811
Mengi Teden,DC,4,3,,4,5.66,5.66,4,4,4,4,4,4,4,4,4.67,4.8,4.67,523.17,6,5,6,0.68,0.67,0.68,0,0,0,0.67,0.6,0.67,425,335,425,70.83,67,70.83,,,null,1000,5.5,4,4.5,5.5,4.5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,2,0,null,0.7501,196,13,1,55.17,2,null,null,13,7,1,1,19,8,35,null,null,null,null,-2,null,-3,1,4,91.18,-125.83,-15.33,0,Luton Town,Man. United,sam. 11/11 16:00,13.245033112582782,0.2523,0.25134,0.24811
Giles Ryan,DL,6,-2,,,,,8,8,8,8,8,8,8,8,4.5,0,4.5,372.8,5,0,5,0.35,0,0.35,0,0,0,0.6,0,0.6,280,0,280,56,0,56,,,null,1000,0,4.5,0,0,0,4.5,0,5,4,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,1,1,3,0.545,145,1,3,53.85,null,null,null,5,5,24,18,7,7,39,4,4,null,null,-4,null,-9,null,2,98.7,-150,-14.74,0,Luton Town,Man. United,sam. 11/11 16:00,13.245033112582782,0.2523,0.25134,0.24811
Bell Amari'i,DL,8,1,,8,3.77,1.89,8,8,,,8,8,8,8,4.43,0,4.43,434,7,0,7,0.67,0,0.67,0,0,0,1,0,1,561,0,561,80.14,0,80.14,,,null,1000,0,0,0,0,4.5,5.5,4.5,4,3.5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,null,null,null,null,1,1,2,0.6805,292,5,12,57.41,3,null,null,16,12,3,3,16,11,60,1,1,1,null,-4,null,-8,1,5,112.33,-171.57,-19.69,0,Luton Town,Man. United,sam. 11/11 16:00,13.245033112582782,0.2523,0.25134,0.24811
Potts Dan,DL,1,-2,,1,3.77,3.77,1,1,1,1,,,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Luton Town,Man. United,sam. 11/11 16:00,13.245033112582782,0.2523,0.25134,0.24811
Chong Tahith,MO,8,1,,8,1.89,1.89,8,8,8,8,8,8,8,8,05.06,5.75,05.06,444,9,4,9,0.95,0.87,0.95,1,1,1,0.56,0.25,0.56,500,156,500,55.56,39,55.56,500,500,7,8,7,5.5,5,5.5,0,0,4.5,5,4.5,5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,null,null,null,null,8,6,2,0.7121,222,3,6,55.56,6,null,null,17,11,9,5,1,11,52,1,1,7,null,-7,null,-12,1,15,107.89,-83.89,-1.09,0,Luton Town,Man. United,sam. 11/11 16:00,13.245033112582782,0.2523,0.25134,0.24811
Townsend Andros,MO,4,0,,5,9.43,5.66,5,5,5,5,,,,,5.33,5.33,5.33,507,3,3,3,0.29,0.29,0.29,0,0,0,0.33,0.33,0.33,112,112,112,37.33,37.33,37.33,,,null,1000,5,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,null,null,null,1,0,0,null,0.6666,63,null,4,41.18,3,null,null,6,1,8,6,2,2,16,2,2,2,null,-1,null,-2,null,6,100.33,-55.33,-2.8,0,Luton Town,Man. United,sam. 11/11 16:00,13.245033112582782,0.2523,0.25134,0.24811
Nakamba Marvelous,MD,10,3,,13,15.09,9.43,11,16,14,17,10,10,10,10,05.05,05.05,05.05,429.09,11,11,11,0.65,0.65,0.65,0,0,0,1,1,1,976,976,976,88.73,88.73,88.73,,,null,1000,5,4.5,5,4.5,6,5.5,5.5,6,4,5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,null,null,null,null,5,1,1,0.8393,505,9,23,50,21,null,null,31,50,4,3,8,20,76,7,7,4,null,-6,null,-11,null,9,156.95,-133.32,-5.11,0,Luton Town,Man. United,sam. 11/11 16:00,13.245033112582782,0.2523,0.25134,0.24811
Doughty Alfie,MO,11,2,,,,,11,11,,,11,11,11,11,05.05,05.05,05.05,482,11,11,11,0.72,0.72,0.72,0,0,0,0.73,0.73,0.73,734,734,734,66.73,66.73,66.73,,,null,1000,5.5,4,4.5,5,6.5,6,5,5,5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,1,2,8,6,13,0.6775,483,6,10,55.22,9,null,null,33,17,48,37,12,15,127,24,24,3,null,-6,null,-11,1,8,153.05,-152.95,-12.75,0,Luton Town,Man. United,sam. 11/11 16:00,13.245033112582782,0.2523,0.25134,0.24811
Barkley Ross,MO,8,1,,,,,8,8,8,8,8,8,8,8,4.92,5,5.31,486.67,6,4,26,0.97,0.71,0.96,0,0,4,0.67,0.5,0.35,355,207,945,59.17,51.75,36.35,,236,6,1000,6,5,4.5,4.5,0,0,0,6,3.5,0,0,0,8,5.5,4.5,0,5.5,5,5.5,5,5,0,6.5,5,5,5,5,5,0,5.5,5,7.5,6,4,5,0,0,0,null,,null,null,null,1,10,4,null,0.8209,235,5,5,55.1,3,null,null,7,16,6,6,7,9,45,5,5,6,null,-4,null,-7,null,6,134.42,-117.92,-6.57,0,Luton Town,Man. United,sam. 11/11 16:00,13.245033112582782,0.2523,0.25134,0.24811
