Joueur,Poste,Cote,Var cote,Cote prédite,Enchère moy,% achat,% achat tour 1,Q2 Toutes tailles,Q3 Toutes tailles,Q2 à 6 joueurs,Q3 à 6 joueurs,Q2 à 8 joueurs,Q3 à 8 joueurs,Q2 à 10 joueurs,Q3 à 10 joueurs,Note,Note série,Note 1 an,Note M11,Nb match,Nb match série,Nb match 1 an,Variation,Var série,Var 1 an,But,Buts série,Buts 1 an,%Titu,%Titu série,%Titu 1 an,Temps,Tps série,Tps 1 an,Tps moy,Tps moy série,Tps moy 1 an,Min/But,Min/But 1 an,Min note/but,Prix/but,j12,j11,j10,j9,j8,j7,j6,j5,j4,j3,j2,j1,j38,j37,j36,j35,j34,j33,j32,j31,j30,j29,j28,j27,j26,j25,j24,j23,j22,j21,j20,j19,j18,j17,j16,j15,j14,j13,Cleansheet,But/Peno,But/Coup-franc,But/surface,Pass decis.,Occas° créée,Tirs,Tirs cadrés,Corner gagné,%Passes,Ballons,Interceptions,Tacles,%Duel,Fautes,But évité,Action stoppée,Poss Def,Poss Mil,Centres,Centres ratés,Dégagements,But concédé,Ballon perdu,Passe>Tir,Passe perfo,Dépossédé,Plonge&stop,Nb matchs gagnés,Erreur>But,Diff de buts,Grosse occas manquée,Balle non rattrapée,Bonus moy,Malus moy,Index MPGStats,DMI,Club,Prochain opposant,Date,Victoire probable,%Win+12J,%Win+16J,%Win+20J
Rubio Miguel Ángel,DC,9,0,,,2.38,,9,9,9,9,,,9,9,4.43,0,4.43,298.14,7,0,7,0.79,0,0.79,1,0,1,0.86,0,0.86,559,0,559,79.86,0,79.86,559,559,5.5,9,0,0,4.5,5,5,0,0,0,3.5,5.5,3.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,2,1,null,0.7597,368,11,4,59.65,8,null,null,23,10,null,null,24,13,70,null,null,1,null,-3,null,-7,null,5,130.91,-191.64,-25.3,0,Granada,Getafe,sam. 11/11 18:30,41.84100418410041,0.32534,0.33373,0.34935
Wilson Manafá,DL,1,0,,1,4.76,4.76,1,1,1,1,1,1,1,1,5,5,5,472,1,1,1,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,,,null,1000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,0.6667,12,null,null,50,1,null,null,null,null,2,1,null,null,2,1,1,null,null,-1,null,-1,null,null,38,-46.5,-2.8,0,Granada,Getafe,sam. 11/11 18:30,41.84100418410041,0.32534,0.33373,0.34935
Torrente Raúl,DC,7,3,,,,,7,7,7,7,,,7,7,4.5,4.25,4.5,493.14,7,2,7,0.58,0.35,0.58,0,0,0,0.71,1,0.71,493,180,493,70.43,90,70.43,,,null,1000,4,4.5,0,5,3.5,5,5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,,null,null,null,null,1,0,null,0.6614,329,4,7,64.44,7,null,null,14,7,2,2,21,8,68,1,1,1,null,-4,null,-5,null,null,89.86,-152.14,-15.77,0,Granada,Getafe,sam. 11/11 18:30,41.84100418410041,0.32534,0.33373,0.34935
Miquel Ignasi,DC,9,1,,9,14.29,7.14,9,10,10,10,,,9,9,4.46,4.46,4.46,396.08,12,12,12,1.1,1.1,1.1,0,0,0,1,1,1,1035,1035,1035,86.25,86.25,86.25,,,null,1000,5.5,4,4.5,4.5,3.5,6,5,5.5,2.5,5.5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,null,null,1,1,10,4,null,0.8018,651,8,12,57.95,13,null,null,35,27,null,null,50,26,106,5,5,null,null,-7,null,-12,null,5,144.28,-204.46,-28.04,0,Granada,Getafe,sam. 11/11 18:30,41.84100418410041,0.32534,0.33373,0.34935
Neva Carlos,DL,9,2,,9,21.43,11.9,9,9,9,9,9,9,9,9,4.42,4.42,4.42,373.25,12,12,12,0.67,0.67,0.67,0,0,0,1,1,1,1031,1031,1031,85.92,85.92,85.92,,,null,1000,5,4.5,5,4,4,5.5,5,4.5,3,4.5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,,null,null,null,1,2,2,8,0.7013,600,3,4,50.75,6,null,null,37,21,25,18,27,23,121,8,8,4,null,-7,null,-12,null,6,114.92,-195.67,-23.25,0,Granada,Getafe,sam. 11/11 18:30,41.84100418410041,0.32534,0.33373,0.34935
Díaz Víctor,DL,4,-2,,,,,6,6,4,4,,,6,6,4.13,0,4.13,367.25,4,0,4,01.03,0,01.03,0,0,0,0.5,0,0.5,162,0,162,40.5,0,40.5,,,null,1000,0,0,0,0,0,0,5,3.5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,0.624,95,1,3,66.67,null,null,null,5,2,null,null,7,8,30,null,null,null,null,-2,null,-4,null,2,44,-146.75,-22.27,0,Granada,Getafe,sam. 11/11 18:30,41.84100418410041,0.32534,0.33373,0.34935
Vallejo Jesús,DC,6,-1,,,,,7,7,16,20,9,9,7,7,4,0,4.33,240,2,0,3,1.41,0,1.15,0,0,0,0.5,0,0.33,96,0,117,48,0,39,,,null,1000,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,0.4648,85,null,1,66.67,1,null,null,2,4,null,null,null,4,8,null,null,null,null,-1,1,-2,null,2,53,-163.75,-22.4,0,Granada,Getafe,sam. 11/11 18:30,41.84100418410041,0.32534,0.33373,0.34935
Zaragoza Bryan,MO,15,3,,33,88.1,76.19,32,40,34,42,16,22,20,26,5.92,5.92,5.92,428.42,12,12,12,1.18,1.18,1.18,5,5,5,0.75,0.75,0.75,863,863,863,71.92,71.92,71.92,173,173,6.5,3,5,7,5.5,7,7,7,4,4,6.5,7,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,null,1,2,2,21,15,10,0.6507,389,1,4,49.61,4,null,null,14,17,48,34,null,22,134,14,14,10,null,-7,null,-12,null,25,202.78,-97.21,2.13,0,Granada,Getafe,sam. 11/11 18:30,41.84100418410041,0.32534,0.33373,0.34935
Uzuni Myrto,MO,13,1,,21,73.81,35.71,18,25,18,25,22,22,13,13,05.08,05.08,05.08,377.58,12,12,12,01.06,01.06,01.06,4,4,4,0.83,0.83,0.83,851,851,851,70.92,70.92,70.92,213,213,6,3.25,4.5,7,4,5,6.5,4.5,3.5,6,5,6,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,null,1,null,3,23,18,5,0.7924,221,null,6,33.33,9,null,null,8,16,5,3,2,20,63,7,7,19,null,-7,null,-12,3,14,89.78,-51.05,3.5,0,Granada,Getafe,sam. 11/11 18:30,41.84100418410041,0.32534,0.33373,0.34935
Villar Gonzalo,MD,12,2,,,2.38,,12,12,27,27,,,12,12,5.55,5.56,5.18,403.27,11,9,30,0.47,0.46,0.52,0,0,0,0.45,0.56,0.3,507,465,1039,46.09,51.67,34.63,,,null,1000,6,6,6,5,5.5,5.5,5,5,6,0,5,6,0,5,0,5,0,0,5,5,5,5,5,5,5,0,0,5,5.5,5.5,5,5,5.5,5,0,3.5,4.5,0,1,,null,null,3,2,1,0,3,0.8168,366,3,7,58.44,12,null,null,23,30,2,2,11,9,69,4,4,4,null,-8,null,-13,null,3,133.09,-69.14,-3.78,0,Granada,Getafe,sam. 11/11 18:30,41.84100418410041,0.32534,0.33373,0.34935
Petrovic Njegos,MD,8,-1,,,,,9,9,,,,,9,9,5,0,5,267.71,7,0,7,0.29,0,0.29,0,0,0,0,0,0,85,0,85,12.14,0,12.14,,,null,1000,0,5.5,5,5,0,5,0,0,0,5,5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,3,2,null,0.7594,79,null,2,69.23,null,null,null,5,2,1,1,3,3,17,2,2,1,null,-3,null,-6,null,2,32.86,-23.29,-3.2,0,Granada,Getafe,sam. 11/11 18:30,41.84100418410041,0.32534,0.33373,0.34935
Ruiz Sergio,MD,10,1,,,,,10,10,,,10,10,10,10,4.9,4.83,4.9,323.5,10,3,10,0.61,0.29,0.61,0,0,0,0.7,0.33,0.7,586,107,586,58.6,35.67,58.6,,,null,1000,4.5,5,5,0,5,5,4,0,4,5,5.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,1,3,1,1,0.7906,385,3,10,51.16,10,null,null,17,30,1,null,8,15,71,1,1,5,null,-6,null,-10,1,8,99.15,-98.9,-7.07,0,Granada,Getafe,sam. 11/11 18:30,41.84100418410041,0.32534,0.33373,0.34935
Antonio Puertas,MO,9,1,,,2.38,,9,9,12,12,10,10,9,9,4.68,4.83,4.68,400.73,11,9,11,0.51,0.35,0.51,0,0,0,0.36,0.44,0.36,460,420,460,41.82,46.67,41.82,,,null,1000,5,4.5,5,5,4.5,5.5,4.5,4.5,5,0,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,2,null,11,4,2,0.748,196,4,3,36,12,null,null,3,9,10,10,3,14,50,5,5,6,null,-8,null,-13,3,9,63.17,-82.25,-4.26,0,Granada,Getafe,sam. 11/11 18:30,41.84100418410041,0.32534,0.33373,0.34935
Melendo Óscar,MO,8,0,,,2.38,,8,8,8,8,8,8,8,8,4.65,4.83,4.65,319.5,10,3,10,0.47,0.29,0.47,0,0,0,0.8,0.67,0.8,620,166,620,62,55.33,62,,,null,1000,4.5,5,5,0,0,5,5,3.5,4.5,4.5,5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,,null,null,null,null,3,3,1,0.8296,304,1,4,51.39,10,null,null,10,21,4,3,1,11,56,5,5,5,null,-7,1,-12,null,11,74.2,-82.02,-2.68,0,Granada,Getafe,sam. 11/11 18:30,41.84100418410041,0.32534,0.33373,0.34935
Callejón José,MO,9,1,,9,2.38,2.38,9,9,11,11,9,9,10,10,4.59,4.67,4.59,342.73,11,6,11,0.74,0.26,0.74,0,0,0,0.55,0.17,0.55,473,126,473,43,21,43,,,null,1000,4.5,4.5,4.5,4.5,5,5,0,4,4,6.5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,,null,null,1,1,6,3,5,0.7938,253,1,3,52.17,7,null,null,13,13,12,11,6,13,49,6,6,2,null,-6,null,-11,1,8,61.32,-70.78,-3.86,0,Granada,Getafe,sam. 11/11 18:30,41.84100418410041,0.32534,0.33373,0.34935
Gumbau Gerard,MD,9,2,,9,7.14,2.38,9,9,,,9,9,9,9,4.5,5,5.26,348.36,11,1,34,0.95,0,1.14,0,0,1,1,1,0.97,890,73,2834,80.91,73,83.35,,2834,8.5,1000,5,0,4,5.5,3,5.5,5,4,3.5,6,4,4,5.5,6,6,6,7,6,8.5,5.5,0,6,5.5,3.5,5,5,7,4.5,6,4.5,6,4,5,5.5,6,0,5.5,0,1.5,,null,null,2,3,14,8,6,0.734,517,6,5,39.44,25,null,null,14,18,22,16,11,22,128,14,14,4,null,-6,1,-11,null,6,137.59,-168.59,-22.8,0,Granada,Getafe,sam. 11/11 18:30,41.84100418410041,0.32534,0.33373,0.34935
Perea Alberto,MO,3,-3,,,,,6,6,,,,,6,6,4.5,0,4.5,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,,,null,1000,0,0,0,0,0,0,0,0,0,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,1,9,null,null,50,null,null,null,1,null,1,1,null,null,null,1,1,null,null,null,null,-1,null,null,12.5,-6.2,0.35,0,Granada,Getafe,sam. 11/11 18:30,41.84100418410041,0.32534,0.33373,0.34935
Boyé Lucas,A,12,2,,26,92.86,57.14,25,31,30,33,16,17,27,28,5.6,3.5,5.5,518.88,8,1,32,01.08,0,1.16,3,0,9,1,1,0.91,680,90,2482,85,90,77.56,227,276,6,4,3.5,0,4,5,6,6,4,6,6,0,0,0,6.5,6.5,4.5,7,6,3.5,7.5,4,4,5,3.5,0,4,5.5,6.5,6,5,4,6,5,4,4.5,4,5,3.5,0,1.5,,null,null,2,null,20,11,4,0.7904,342,2,6,42.07,18,null,null,7,16,2,2,14,15,111,7,7,19,null,-5,null,-8,1,31,137.13,-90.35,8.18,0,Granada,Getafe,sam. 11/11 18:30,41.84100418410041,0.32534,0.33373,0.34935
Diédhiou Famara,A,6,-1,,,,,7,7,7,7,7,7,7,7,4.7,0,4.7,292.2,5,0,5,0.76,0,0.76,0,0,0,0,0,0,40,0,40,8,0,8,,,null,1000,0,4.5,0,0,0,0,4.5,6,0,4,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,1,1,3,2,1,0.4833,36,null,1,50,3,null,null,1,3,null,null,null,3,17,1,1,null,null,-3,null,-5,1,6,32.74,-15.04,-0.7,0,Granada,Getafe,sam. 11/11 18:30,41.84100418410041,0.32534,0.33373,0.34935
Weissman Shon,A,7,2,,,,,7,7,9,9,8,8,7,7,4.33,0,4,451.67,3,0,8,0.29,0,0.53,0,0,0,0,0,0.25,40,0,268,13.33,0,33.5,,,null,1000,0,4.5,0,0,4,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3.5,4.5,4,4,0,null,,null,null,null,null,1,0,null,0.5556,15,null,null,11.11,1,null,null,null,null,null,null,1,null,3,null,null,null,null,-1,null,-1,null,1,6,-15.2,-0.7,0,Granada,Getafe,sam. 11/11 18:30,41.84100418410041,0.32534,0.33373,0.34935
Vallés Álvaro,G,17,3,,21,61.9,45.24,20,24,22,25,18,18,18,23,5.96,5.96,5.96,403,12,12,12,0.5,0.5,0.5,0,0,0,1,1,1,1080,1080,1080,90,90,90,,,null,1000,6,6,5.5,6,6,6.5,6,7,6,6,5.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,null,null,null,null,0,0,null,,null,null,null,,null,22,19,null,null,null,null,null,9,null,null,null,null,15,null,null,-1,null,null,118.63,-30.42,8.31,0,Las Palmas,Osasuna,sam. 11/11 18:30,25.773195876288664,0.37799,0.37062,0.37401
Escandell Aarón,G,7,0,,8,19.05,14.29,8,8,7,7,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Las Palmas,Osasuna,sam. 11/11 18:30,25.773195876288664,0.37799,0.37062,0.37401
Saúl Coco,DC,12,2,,14,42.86,16.67,14,14,14,14,12,12,12,12,5.44,6,5.44,426.22,9,4,9,0.95,1,0.95,1,1,1,0.67,1,0.67,576,315,576,64,78.75,64,576,576,7.5,12,5.5,5.5,5.5,7.5,0,4,5.5,4.5,0,5.5,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,1,1,null,null,6,4,null,0.8988,410,5,6,57.14,8,null,null,21,16,null,null,34,7,37,1,1,2,null,1,null,null,null,1,132.79,-87.44,-4.62,0,Las Palmas,Osasuna,sam. 11/11 18:30,25.773195876288664,0.37799,0.37062,0.37401
Sergi Cardona,DL,12,3,,14,54.76,16.67,14,16,14,16,,,12,12,5.46,5.46,5.46,417,12,12,12,0.69,0.69,0.69,0,0,0,0.75,0.75,0.75,924,924,924,77,77,77,,,null,1000,5.5,6,5,6,6,5,7,5.5,4.5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,,null,null,null,2,9,6,11,0.825,943,19,23,63.43,18,null,null,47,24,33,30,26,8,149,14,14,1,null,null,null,-1,null,19,201.5,-160.04,-10.22,0,Las Palmas,Osasuna,sam. 11/11 18:30,25.773195876288664,0.37799,0.37062,0.37401
Suárez Álex,DC,12,1,,14,76.19,26.19,13,16,15,17,12,13,15,15,5.32,5.1,5.32,371.91,11,5,11,0.96,0.74,0.96,0,0,0,1,1,1,973,450,973,88.45,90,88.45,,,null,1000,5.5,5,4,5,6,0,7,4.5,4.5,6.5,6,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,,null,null,null,null,1,1,1,0.874,719,9,17,65.98,10,null,null,29,20,5,4,39,7,79,3,3,3,null,1,null,1,null,6,141.14,-109.55,-4.15,0,Las Palmas,Osasuna,sam. 11/11 18:30,25.773195876288664,0.37799,0.37062,0.37401
Mármol Mika,DC,7,0,,8,42.86,11.9,8,9,8,9,7,7,7,7,5.25,5.7,5.25,413.2,10,5,10,01.01,0.67,01.01,0,0,0,1,1,1,860,450,860,86,90,86,,,null,1000,6,6,6,6,4.5,0,3,6,4.5,5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,,null,null,null,null,0,0,null,0.894,765,10,14,64.86,6,null,null,39,22,null,null,32,6,85,null,null,5,null,1,null,1,null,5,137.25,-118.5,-4.5,0,Las Palmas,Osasuna,sam. 11/11 18:30,25.773195876288664,0.37799,0.37062,0.37401
Araujo Julián,DL,10,1,,,4.76,,10,10,,,10,10,10,10,5.5,4.83,05.05,403.5,10,3,10,0.37,0.58,0.37,0,0,0,0.6,0,0.6,573,72,573,57.3,24,57.3,,,null,1000,4.5,5.5,4.5,0,5,5,5.5,5.5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,null,null,null,2,3,1,2,0.8287,395,5,9,60,6,null,null,19,7,8,5,17,4,70,7,7,null,null,-1,null,-2,1,11,94.8,-92.5,-7.76,0,Las Palmas,Osasuna,sam. 11/11 18:30,25.773195876288664,0.37799,0.37062,0.37401
Sinkgraven Daley,DL,8,1,,9,4.76,2.38,9,9,8,8,9,9,8,8,5,0,5,152.67,3,0,3,0,0,0,0,0,0,1,0,1,131,0,131,43.67,0,43.67,,,null,1000,0,0,0,0,0,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,null,null,null,null,0,0,null,0.9389,118,2,2,30.77,1,null,null,3,5,2,2,3,1,13,null,null,1,null,-2,null,-3,null,3,65.5,-79.83,-6.9,0,Las Palmas,Osasuna,sam. 11/11 18:30,25.773195876288664,0.37799,0.37062,0.37401
Curbelo Eric,DC,7,1,,,,,7,7,,,,,7,7,5,0,5,461,1,0,1,0,0,0,0,0,0,1,0,1,90,0,90,90,0,90,,,null,1000,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,0.9623,69,2,1,50,null,null,null,10,null,null,null,5,2,3,null,null,null,null,-1,null,-2,null,1,162,-175.5,-12.3,0,Las Palmas,Osasuna,sam. 11/11 18:30,25.773195876288664,0.37799,0.37062,0.37401
Lemos Álvaro,DL,9,1,,,,,9,9,9,9,9,9,9,9,4.83,0,4.83,169.33,3,0,3,0.29,0,0.29,0,0,0,0.67,0,0.67,193,0,193,64.33,0,64.33,,,null,1000,0,0,0,0,5,0,0,0,0,0,4.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,1,0,1,0.821,172,2,1,62.5,2,null,null,3,6,5,5,3,2,28,null,null,null,null,null,null,null,null,2,84.5,-107.5,-10.8,0,Las Palmas,Osasuna,sam. 11/11 18:30,25.773195876288664,0.37799,0.37062,0.37401
Herzog Juan,DC,1,0,,,,,1,1,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Las Palmas,Osasuna,sam. 11/11 18:30,25.773195876288664,0.37799,0.37062,0.37401
Viera Jonathan,MO,13,1,,19,64.29,33.33,18,22,19,22,20,21,13,13,5.72,0,5.72,343.44,9,0,9,0.75,0,0.75,2,0,2,0.78,0,0.78,619,0,619,68.78,0,68.78,310,310,6.5,6.5,0,0,0,5,7,5.5,5.5,5,5.5,6.5,5,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,null,null,1,2,14,7,4,0.8983,600,null,3,51.56,3,null,null,11,9,9,8,1,6,81,17,17,10,null,-1,null,-2,2,13,160.21,-84.4,-2.29,0,Las Palmas,Osasuna,sam. 11/11 18:30,25.773195876288664,0.37799,0.37062,0.37401
Rodríguez Kirian,MO,12,2,,16,33.33,9.52,15,16,15,16,,,12,12,5.54,5.54,5.54,373,12,12,12,0.86,0.86,0.86,2,2,2,0.92,0.92,0.92,972,972,972,81,81,81,486,486,7,6,7,4.5,5.5,6,6,5.5,7,4.5,4.5,5.5,5.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,,null,2,null,null,12,9,4,0.8838,1029,8,13,55.79,7,null,null,28,43,10,8,4,7,133,8,8,12,null,null,null,-1,null,16,192.71,-123.62,-10.45,0,Las Palmas,Osasuna,sam. 11/11 18:30,25.773195876288664,0.37799,0.37062,0.37401
Perrone Máximo,MD,8,3,,15,2.38,2.38,15,15,15,15,,,8,8,5.28,5.28,5.25,474,9,9,10,0.36,0.36,0.35,0,0,0,0.33,0.33,0.3,318,318,336,35.33,35.33,33.6,,,null,1000,5,5,5,5.5,6,5.5,5.5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,,null,null,null,null,4,1,1,0.889,350,7,6,52.27,8,null,null,9,16,null,null,3,2,49,5,5,4,null,1,null,null,null,9,100.67,-57.56,-7.22,0,Las Palmas,Osasuna,sam. 11/11 18:30,25.773195876288664,0.37799,0.37062,0.37401
Marvin Park,MO,7,3,,,2.38,,7,7,,,,,7,7,5.25,5.25,5.25,518.25,8,8,8,0.85,0.85,0.85,0,0,0,0.25,0.25,0.25,335,335,335,41.88,41.88,41.88,,,null,1000,5.5,7,4,5,5,5,5.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,null,null,1,2,2,0,2,0.7999,222,4,4,47.83,7,null,null,9,9,18,13,2,3,46,5,5,4,null,2,null,1,null,10,102,-75.19,-5.59,0,Las Palmas,Osasuna,sam. 11/11 18:30,25.773195876288664,0.37799,0.37062,0.37401
Mfulu Omenuke,MD,7,-1,,,,,8,8,,,,,8,8,5.13,0,5.13,234.25,4,0,4,0.25,0,0.25,0,0,0,0.25,0,0.25,66,0,66,16.5,0,16.5,,,null,1000,0,0,0,0,0,5.5,0,0,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,0.9403,70,2,3,69.23,null,null,null,5,null,null,null,5,2,7,null,null,null,null,-2,null,-3,null,2,49.88,-23.75,-1.15,0,Las Palmas,Osasuna,sam. 11/11 18:30,25.773195876288664,0.37799,0.37062,0.37401
Loiodice Enzo,MD,12,2,,,9.52,,13,13,12,12,12,12,13,13,4.96,4.96,4.96,354.75,12,12,12,0.69,0.69,0.69,0,0,0,0.75,0.75,0.75,786,786,786,65.5,65.5,65.5,,,null,1000,5,4.5,4.5,5.5,5.5,5,5.5,3.5,4.5,6,5.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,,null,null,null,null,7,6,4,0.8231,572,8,14,47.62,15,null,null,12,30,2,2,7,5,125,5,5,13,null,null,null,-1,null,15,120.29,-109.42,-14.02,0,Las Palmas,Osasuna,sam. 11/11 18:30,25.773195876288664,0.37799,0.37062,0.37401
Muñoz Javi,MO,9,1,,,2.38,,9,9,,,9,9,9,9,4.88,4.88,4.88,358.5,12,12,12,0.64,0.64,0.64,0,0,0,0.67,0.67,0.67,721,721,721,60.08,60.08,60.08,,,null,1000,5.5,6,4.5,5.5,5,4,5,5,5,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,null,null,null,null,9,6,5,0.8594,459,5,1,29.41,11,null,null,7,23,12,8,5,6,78,9,9,7,null,null,null,-1,null,8,88.5,-81,-8.38,0,Las Palmas,Osasuna,sam. 11/11 18:30,25.773195876288664,0.37799,0.37062,0.37401
Moleiro Alberto,MO,4,-3,,,4.76,,7,7,13,13,11,11,7,7,4.83,4.83,4.83,525.33,3,3,3,0.29,0.29,0.29,0,0,0,0.33,0.33,0.33,109,109,109,36.33,36.33,36.33,,,null,1000,5,4.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,null,null,1,null,4,1,null,0.9359,80,1,1,35.71,1,null,null,null,null,null,null,1,1,17,1,1,1,null,1,null,1,null,5,54.5,-42.5,-3.6,0,Las Palmas,Osasuna,sam. 11/11 18:30,25.773195876288664,0.37799,0.37062,0.37401
González Fabio,MD,1,0,,1,2.38,2.38,1,1,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Las Palmas,Osasuna,sam. 11/11 18:30,25.773195876288664,0.37799,0.37062,0.37401
Marc Cardona Marc,A,10,3,,15,26.19,4.76,15,17,11,11,10,10,19,19,4.93,0,4.93,368.86,7,0,7,1.21,0,1.21,2,0,2,0.57,0,0.57,300,0,300,42.86,0,42.86,150,150,6,5,0,4.5,3.5,6,7,0,0,0,5,0,4.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1,null,null,null,null,5,4,2,0.7481,132,1,1,33.33,4,null,null,3,4,2,2,1,1,44,1,1,5,null,null,null,null,null,10,71.73,-36.6,7.4,0,Las Palmas,Osasuna,sam. 11/11 18:30,25.773195876288664,0.37799,0.37062,0.37401
