Joueur,Poste,Cote,Var cote,Cote prédite,Enchère moy,% achat,% achat tour 1,Q2 Toutes tailles,Q3 Toutes tailles,Q2 à 6 joueurs,Q3 à 6 joueurs,Q2 à 8 joueurs,Q3 à 8 joueurs,Q2 à 10 joueurs,Q3 à 10 joueurs,Note,Note série,Note 1 an,Note M11,Nb match,Nb match série,Nb match 1 an,Variation,Var série,Var 1 an,But,Buts série,Buts 1 an,%Titu,%Titu série,%Titu 1 an,Temps,Tps série,Tps 1 an,Tps moy,Tps moy série,Tps moy 1 an,Min/But,Min/But 1 an,Min note/but,Prix/but,j11,j10,j9,j8,j7,j6,j5,j4,j3,j2,j1,j38,j37,j36,j35,j34,j33,j32,j31,j30,j29,j28,j27,j26,j25,j24,j23,j22,j21,j20,j19,j18,j17,j16,j15,j14,j13,j12,Cleansheet,But/Peno,But/Coup-franc,But/surface,Pass decis.,Occas° créée,Tirs,Tirs cadrés,Corner gagné,%Passes,Ballons,Interceptions,Tacles,%Duel,Fautes,But évité,Action stoppée,Poss Def,Poss Mil,Centres,Centres ratés,Dégagements,But concédé,Ballon perdu,Passe>Tir,Passe perfo,Dépossédé,Plonge&stop,Nb matchs gagnés,Erreur>But,Diff de buts,Grosse occas manquée,Balle non rattrapée,Bonus moy,Malus moy,Index MPGStats,DMI,Club,Prochain opposant,Date,Victoire probable,%Win+12J,%Win+16J,%Win+20J
Biraghi Cristiano,DL,10,-3,,16,31.25,12.5,14,17,16,16,14,15,16,18,05.07,5.25,5.14,420.14,7,2,28,0.98,0.35,0.68,1,0,3,0.86,1,0.89,500,169,2078,71.43,84.5,74.21,500,693,5,10,5.5,5,0,0,0,4.5,4.5,5,4,0,7,0,5.5,0,5,0,5,6.5,5,5,5,6,5.5,5,5,6.5,0,5,5,4,5,4.5,5,5,5,5,0,0,1.5,,null,null,1,null,3,3,6,0.8049,539,4,6,40,10,null,null,15,13,33,31,8,5,96,3,3,3,null,null,null,null,null,3,177.71,-181.29,-17.63,5.00,Fiorentina,Bologna,dim. 12/11 15:00,50.505050505050505,0.56001,0.57176,0.54004
Kayode Michael,DL,11,2,,14,43.75,25,13,16,12,14,11,11,16,17,5.75,0,5.75,446,6,0,6,01.04,0,01.04,0,0,0,0.67,0,0.67,474,0,474,79,0,79,,,null,1000,0,0,4,6,6.5,5,6.5,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,null,null,null,null,1,0,4,0.8368,418,7,10,60.78,3,null,null,19,16,17,13,12,4,67,4,4,4,null,3,null,8,null,3,216.83,-143.08,-12.28,0,Fiorentina,Bologna,dim. 12/11 15:00,50.505050505050505,0.56001,0.57176,0.54004
Parisi Fabiano,DL,13,2,,17,68.75,15.62,16,22,13,18,14,15,19,20,5.38,5.75,5.12,487.13,8,6,29,01.06,0.94,01.09,0,0,1,1,1,1,720,540,2514,90,90,86.69,,2514,7,1000,5,5.5,5,7.5,6,5.5,0,4.5,0,4,0,0,0,6.5,4.5,6,5,5,3,4.5,5,7,5,5,4,5,0,3,4.5,0,6.5,5.5,4.5,5,7,4,0,0,3,,null,null,1,2,7,5,5,0.841,677,11,5,66.67,6,null,null,37,36,23,21,7,8,105,9,9,6,null,null,null,2,1,16,232.38,-188.06,-14.49,0,Fiorentina,Bologna,dim. 12/11 15:00,50.505050505050505,0.56001,0.57176,0.54004
Mina Yerry,DC,3,-4,,,,,7,7,12,14,7,7,7,7,5,5,5.5,487,1,1,7,0,0,01.04,0,0,2,0,0,0.86,1,1,527,1,1,75.29,,264,6,1000,5,0,0,0,0,0,0,0,0,0,0,6,7,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,6,0,0,0,0,0,null,,null,null,null,null,0,0,null,1,2,null,null,100,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-1,null,-1,null,null,7,null,0.7,0,Fiorentina,Bologna,dim. 12/11 15:00,50.505050505050505,0.56001,0.57176,0.54004
Ranieri Luca,DL,5,1,,5,6.25,3.12,5,5,6,6,5,5,5,5,4.83,4.75,5,402.83,6,2,14,01.03,0.35,0.73,0,0,0,0.67,0.5,0.57,377,100,792,62.83,50,56.57,,,null,1000,4.5,5,0,5,0,0,6,0,3,0,5.5,6,0,5,0,0,5,5.5,0,0,0,5,0,0,5,0,0,5,0,4.5,0,0,0,0,0,0,0,0,1,,null,null,null,null,1,0,null,0.7696,279,8,1,42.86,6,null,null,11,8,2,2,10,5,46,1,1,1,null,null,null,1,null,1,85.83,-112.83,-13.77,0,Fiorentina,Bologna,dim. 12/11 15:00,50.505050505050505,0.56001,0.57176,0.54004
Milenkovic Nikola,DC,11,3,,11,37.5,18.75,11,12,11,12,11,11,11,12,4.65,0,5,412.3,10,0,28,0.94,0,0.95,0,0,0,0.9,0,0.89,835,0,2315,83.5,0,82.68,,,null,1000,0,4,4,6,6,5,5,4.5,3,4,5,0,5,0,6,5,0,6.5,3.5,5.5,0,5.5,6,6.5,0,0,4.5,5,4.5,5,5.5,5,5.5,0,3,6,0,0,2,,null,null,null,null,4,4,2,0.8514,642,6,6,61.43,12,null,null,23,18,null,null,23,11,86,3,3,1,null,2,null,4,null,4,117.95,-152.4,-15.87,4.50,Fiorentina,Bologna,dim. 12/11 15:00,50.505050505050505,0.56001,0.57176,0.54004
Dodô,DL,9,-3,,,18.75,,12,13,13,13,20,20,13,13,4.6,0,5.13,304.8,5,0,28,0.65,0,0.86,0,0,1,0.8,0,0.82,268,0,1843,53.6,0,65.82,,1843,7.5,1000,0,0,0,0,0,0,5,5,3.5,4.5,5,5.5,5,0,5,5,5,7.5,4.5,5.5,5,5,6,6,7,6,5.5,5,4.5,5,0,3.5,4,5,5,5,0,0,null,,null,null,null,1,1,1,null,0.6698,216,3,2,52.94,2,null,null,4,5,8,6,6,7,35,6,6,null,null,2,null,2,null,4,75.9,-127,-17.98,4.50,Fiorentina,Bologna,dim. 12/11 15:00,50.505050505050505,0.56001,0.57176,0.54004
Bonaventura Giacomo,MO,19,4,,34,100,100,36,40,38,40,28,35,35,38,06.05,06.05,5.7,450.36,11,11,30,1.19,1.19,0.99,4,4,7,0.91,0.91,0.7,814,814,1877,74,74,62.57,204,268,5.5,4.75,5.5,5,5.5,7,6,5.5,8,6.5,4.5,5,8,5,0,0,5.5,5.5,6,0,0,4.5,5,7,5,0,6.5,5,5,4.5,6,6,5,4.5,6.5,5,0,7,0,0,3.5,,null,1,2,1,21,15,8,0.8465,559,4,5,45.16,5,null,null,11,22,20,14,2,10,96,17,17,10,null,1,null,3,null,17,188.5,-69.82,2.36,6.00,Fiorentina,Bologna,dim. 12/11 15:00,50.505050505050505,0.56001,0.57176,0.54004
Duncan Alfred,MD,11,1,,23,34.38,6.25,23,24,11,11,20,20,26,26,5.44,0,5.13,390.56,9,0,27,01.07,0,0.93,1,0,2,0.78,0,0.67,573,0,1424,63.67,0,52.74,573,712,7,11,0,4.5,4.5,5,4.5,6.5,5,7,0,7,5,5.5,5,4.5,5,4.5,4.5,8,5,0,5,0,5,5,0,0,0,5,0,0,4.5,5,4.5,4,4.5,5,0,0,2,,null,null,3,null,6,3,3,0.8006,361,2,6,33.33,10,null,null,8,24,14,7,3,6,70,18,18,3,null,3,null,8,1,3,167.44,-102.72,-13.86,0,Fiorentina,Bologna,dim. 12/11 15:00,50.505050505050505,0.56001,0.57176,0.54004
Mandragora Rolando,MD,15,2,,,31.25,,15,15,15,17,15,15,18,21,4.95,4.95,5.28,388,11,11,29,0.85,0.85,0.84,1,1,2,0.45,0.45,0.66,508,508,1735,46.18,46.18,59.83,508,868,7,15,4,5,4.5,5,5.5,5,5.5,4.5,4,4.5,7,0,6,5,5,5,5.5,0,4.5,5,4.5,6,5,7.5,6,7,5.5,0,5,5,0,0,0,0,5.5,5.5,0,0,1,,null,null,1,1,9,4,1,0.8378,346,2,3,50.98,6,null,null,9,18,6,6,3,9,54,2,2,3,null,1,null,3,null,5,92.55,-76.18,-7.69,5.00,Fiorentina,Bologna,dim. 12/11 15:00,50.505050505050505,0.56001,0.57176,0.54004
Ikoné Jonathan,MO,10,2,,15,25,6.25,14,17,14,17,10,16,14,14,5.4,5,5.44,505.4,5,2,26,0.55,0,0.62,0,0,2,0.4,0.5,0.73,245,102,1599,49,51,61.5,,800,6,1000,5,5,0,6,6,5,0,0,0,0,0,5.5,7.5,4.5,5.5,0,6,0,0,5,5,5.5,5,6,6,6,5.5,4.5,0,5.5,5.5,5,5,5,5.5,5.5,0,0,2,,null,null,null,null,4,2,3,0.8995,126,1,4,56.52,2,null,null,4,8,2,2,3,1,21,1,1,3,null,null,null,3,null,4,83.3,-36.6,-0.6,0,Fiorentina,Bologna,dim. 12/11 15:00,50.505050505050505,0.56001,0.57176,0.54004
Arthur,MD,12,2,,19,12.5,6.25,19,22,12,12,12,12,19,22,5.36,5.36,5.36,395.45,11,11,11,0.81,0.81,0.81,0,0,0,0.82,0.82,0.82,753,753,753,68.45,68.45,68.45,,,null,1000,5,5,4,6,6.5,5,5,5.5,4.5,6,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,,null,null,1,1,2,1,1,0.9296,667,5,14,54.17,9,null,null,18,28,5,3,4,9,66,12,12,11,null,1,null,3,null,5,141.5,-95.14,-7.16,0,Fiorentina,Bologna,dim. 12/11 15:00,50.505050505050505,0.56001,0.57176,0.54004
Lopez Maxime,MO,8,-2,,,3.12,,10,15,12,12,11,13,20,26,5.13,0,5.11,234.5,4,0,22,1.11,0,0.89,0,0,0,0.75,0,0.77,235,0,1525,58.75,0,69.32,,,null,1000,0,5.5,0,0,0,0,6,0,0,3.5,5.5,4.5,5,5,5,5,0,6,3,6,6,5,5.5,5.5,6.5,5,4,5,0,0,0,4,0,0,0,6,0,0,1,,null,null,null,null,1,1,null,0.888,208,2,4,50,2,null,null,8,8,null,null,1,2,25,3,3,null,null,-2,null,-3,null,1,121.5,-99.37,-6.97,0,Fiorentina,Bologna,dim. 12/11 15:00,50.505050505050505,0.56001,0.57176,0.54004
Barák Antonín,MO,4,-1,,,3.12,,8,8,11,18,8,8,8,8,5,5.25,5.13,483.25,4,2,24,0.41,0.35,0.71,0,0,2,0.25,0.5,0.63,108,87,1299,27,43.5,54.13,,650,6,1000,5.5,5,0,0,0,5,0,4.5,0,0,0,0,5.5,4.5,6,0,4.5,0,4.5,5,4.5,4.5,5,6.5,5,7,5.5,0,4,5.5,5,5,0,4.5,6,5,0,0,null,,null,null,null,null,4,2,3,0.8237,84,null,1,46.15,1,null,null,2,4,null,null,1,1,23,null,null,4,null,-1,null,-1,null,4,47.88,-39.37,-3.2,4.00,Fiorentina,Bologna,dim. 12/11 15:00,50.505050505050505,0.56001,0.57176,0.54004
Infantino Gino,MO,6,-1,,,,,7,7,6,6,8,8,7,7,4.8,0,4.8,287.6,5,0,5,0.27,0,0.27,0,0,0,0,0,0,78,0,78,15.6,0,15.6,,,null,1000,0,0,0,4.5,4.5,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,1,1,null,0.8628,59,1,1,27.78,3,null,null,null,1,null,null,null,1,12,1,1,4,null,2,null,4,null,1,28.6,-28,-3.34,0,Fiorentina,Bologna,dim. 12/11 15:00,50.505050505050505,0.56001,0.57176,0.54004
Castrovilli Gaetano,MO,5,-2,,,,,7,7,12,12,18,18,9,9,0,0,5.4,0,0,0,15,0,0,01.06,0,0,2,0,0,0.47,0,0,716,0,0,47.73,,358,7.5,1000,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,5,5,7.5,5,4.5,4.5,6,0,0,5,4.5,0,5,0,0,0,5,5,5,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Fiorentina,Bologna,dim. 12/11 15:00,50.505050505050505,0.56001,0.57176,0.54004
González Nicolás,A,21,5,,44,100,87.5,44,58,46,60,21,43,35,50,5.95,06.08,5.64,447,10,6,28,1.14,0.8,01.02,5,3,10,0.9,0.83,0.71,722,442,1889,72.2,73.67,67.46,144,189,5,4.2,6,5.5,5,6,7,7,0,5.5,3.5,7,7,6.5,0,0,5,4,6.5,6,0,6.5,4.5,0,5.5,4,6,7,5,4.5,6,6.5,5,5,5,0,0,0,0,0,2,,null,null,1,1,29,17,11,0.7403,475,2,8,57.38,8,null,null,7,16,11,10,2,11,125,8,8,10,null,null,null,1,1,23,211.17,-96.97,12.6,6.00,Fiorentina,Bologna,dim. 12/11 15:00,50.505050505050505,0.56001,0.57176,0.54004
Brekalo Josip,A,10,3,,,53.12,,10,10,10,10,10,10,10,10,5.5,0,5.43,394.88,8,0,14,0.96,0,0.81,1,0,1,0.75,0,0.5,487,0,714,60.88,0,51,487,714,7.5,10,0,0,4,7.5,5.5,0,5.5,5.5,5.5,5,5.5,0,0,4.5,6,0,0,0,0,5,6,0,0,5,0,0,0,0,5.5,0,0,0,0,0,0,0,0,0,3,,null,null,null,null,6,4,1,0.867,301,1,6,42.55,9,null,null,10,9,15,12,null,6,48,5,5,3,null,3,null,5,null,5,119.63,-55.31,1.54,5.50,Fiorentina,Bologna,dim. 12/11 15:00,50.505050505050505,0.56001,0.57176,0.54004
Kouamé Christian,A,7,0,,,18.75,,7,9,7,7,20,20,12,14,5,5.5,05.09,423.71,7,1,23,0.91,0,0.81,1,0,3,0.43,1,0.61,257,78,1194,36.71,78,51.91,257,398,6,7,5.5,0,4,0,4.5,0,5.5,6.5,5,4,0,4.5,6,5.5,5,4.5,0,6,7,0,0,0,5,0,0,0,0,4,0,4.5,5,5,5.5,5.5,4,5,0,0,1,,null,null,null,null,10,4,2,0.7732,192,null,1,41.07,3,null,null,6,14,6,6,1,2,49,3,3,5,null,null,null,-1,null,9,86.94,-52.34,1.47,0,Fiorentina,Bologna,dim. 12/11 15:00,50.505050505050505,0.56001,0.57176,0.54004
M'Bala Nzola,A,10,2,,12,59.38,25,10,12,10,12,12,16,11,14,4.64,4.64,4.88,377.73,11,11,29,0.64,0.64,1.27,1,1,9,0.55,0.55,0.76,648,648,2131,58.91,58.91,73.48,648,237,5.5,10,4.5,4.5,4.5,4.5,6,5,4,4,4,4.5,5.5,5,2.5,4,6,4.5,0,0,5,3,6,0,3.5,6.5,4.5,7.5,4,0,0,0,0,5.5,4,7.5,7.5,4,0,0,2,,null,null,1,null,11,8,3,0.7959,247,null,4,30.84,17,null,null,2,8,2,null,13,8,77,9,9,22,null,1,null,3,1,30,57.65,-44.36,0.06,0,Fiorentina,Bologna,dim. 12/11 15:00,50.505050505050505,0.56001,0.57176,0.54004
Sottil Riccardo,A,5,-1,,,3.12,,6,6,5,5,5,5,6,6,5,4.5,4.88,307.33,6,1,17,0.45,0,0.45,0,0,0,0.33,0,0.35,246,12,644,41,12,37.88,,,null,1000,4.5,0,5,0,0,5.5,0,0,5,5.5,4.5,0,4.5,5,0,4.5,4.5,6,5,4.5,5,4.5,5,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,null,null,null,null,10,7,3,0.9077,143,1,3,47.22,3,null,null,4,5,12,10,null,4,29,2,2,4,null,-2,null,-4,1,7,76.43,-50.92,-1.65,0,Fiorentina,Bologna,dim. 12/11 15:00,50.505050505050505,0.56001,0.57176,0.54004
Beltrán Lucas,A,8,-1,,9,21.88,6.25,8,9,8,9,13,13,11,16,4.55,4.33,4.55,372.1,10,3,10,0.64,0.29,0.64,0,0,0,0.5,0.67,0.5,366,124,366,36.6,41.33,36.6,,,null,1000,4,4.5,4.5,0,6,4.5,4.5,4.5,3.5,5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,,null,null,1,1,5,4,1,0.8007,144,null,5,39.68,7,null,null,null,2,2,2,2,4,43,4,4,7,null,null,null,1,null,16,31.91,-25.83,-1.15,0,Fiorentina,Bologna,dim. 12/11 15:00,50.505050505050505,0.56001,0.57176,0.54004
Cerofolini Michele,G,7,0,,8,18.75,15.62,7,7,7,7,7,7,7,8,6,0,5.83,0,1,0,6,0,0,0.26,0,0,0,1,0,1,90,0,540,90,0,90,,,null,1000,0,0,0,0,0,0,0,0,0,6,0,5.5,6,6,6,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,3,2,null,null,null,null,null,1,null,null,null,null,2,1,null,1,null,null,149,-30,19.2,0,Frosinone,Inter,dim. 12/11 20:45,8.88888888888889,0.35127,0.34487,0.35304
Turati Stefano,G,15,2,,19,75,62.5,16,21,16,19,16,16,18,24,5.55,5.67,5.55,493.1,10,9,10,1.23,1.25,1.23,0,0,0,1,1,1,900,810,900,90,90,90,,,null,1000,5,3.5,5.5,5.5,4.5,6,7,6.5,7.5,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,null,null,null,null,0,0,null,,null,null,null,,null,29,9,null,null,null,null,null,17,null,null,null,null,18,-1,null,-2,null,null,129.7,-73,-10.59,0,Frosinone,Inter,dim. 12/11 20:45,8.88888888888889,0.35127,0.34487,0.35304
Frattali Pierluigi,G,3,-4,,,,,7,7,,,,,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Frosinone,Inter,dim. 12/11 20:45,8.88888888888889,0.35127,0.34487,0.35304
Lirola Pol,DL,8,1,,9,12.5,9.38,8,10,10,12,8,8,8,8,5.25,5.25,5.17,568.25,4,2,9,0.65,0.35,0.56,1,0,2,0.5,1,0.33,168,164,335,42,82,37.22,168,168,6,8,5,5.5,0,4.5,0,0,0,6,0,0,0,0,0,5,0,0,0,0,5,0,5,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,6,0,0,null,,null,null,1,1,1,1,1,0.5023,141,4,1,60,2,null,null,8,5,7,7,4,3,20,3,3,null,null,2,null,3,null,2,124,-80.87,-5.87,0,Frosinone,Inter,dim. 12/11 20:45,8.88888888888889,0.35127,0.34487,0.35304
Monterisi Ilario,DC,11,1,,14,34.38,9.38,12,15,18,18,11,11,12,12,5.17,4.5,5.17,410.56,9,2,9,01.06,0.71,01.06,1,0,1,0.89,1,0.89,676,180,676,75.11,90,75.11,676,676,7.5,11,5,4,0,6,5,5,0,5,5,7.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,,null,null,null,null,3,2,1,0.8173,558,3,4,71.43,1,null,null,24,21,null,null,32,14,82,1,1,null,null,1,null,null,1,1,144.31,-132.89,-18.2,0,Frosinone,Inter,dim. 12/11 20:45,8.88888888888889,0.35127,0.34487,0.35304
Romagnoli Simone,DC,12,4,,13,78.12,50,12,14,15,15,12,12,12,14,5.1,0,05.03,442.6,10,0,17,01.07,0,0.86,1,0,1,0.9,0,0.59,753,0,917,75.3,0,53.94,753,917,7,12,0,3.5,4,5,5,5.5,7,5,6,6,4,5,0,0,5,0,4,5,5,5,0,0,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,,null,null,1,1,3,1,null,0.8651,510,9,2,60.42,4,null,null,13,18,null,null,55,15,49,2,2,null,null,-1,null,-2,null,3,123.79,-116.85,-13.94,0,Frosinone,Inter,dim. 12/11 20:45,8.88888888888889,0.35127,0.34487,0.35304
Marchizza Riccardo,DC,9,1,,9,18.75,6.25,9,9,9,9,9,9,9,10,4.91,4.91,4.84,431.73,11,11,19,1.14,1.14,0.91,0,0,0,1,1,0.74,990,990,1254,90,90,66,,,null,1000,6.5,3,4,6,4,5,6.5,5,4.5,5.5,4,4,0,0,0,0,0,4.5,5,0,0,0,5,5,0,0,0,4,5.5,5,0,0,0,0,0,0,0,0,0.5,,null,null,4,1,5,2,12,0.7593,531,4,6,40.82,5,null,null,27,13,20,13,24,18,114,11,11,1,null,null,null,-1,null,8,133.82,-156.5,-23.87,0,Frosinone,Inter,dim. 12/11 20:45,8.88888888888889,0.35127,0.34487,0.35304
Okoli Caleb,DC,6,5,,6,25,21.88,6,6,6,7,6,6,6,6,4.88,4.88,4.79,517.13,8,8,14,0.64,0.64,0.61,0,0,0,0.75,0.75,0.5,595,595,817,74.38,74.38,58.36,,,null,1000,5.5,4.5,5,5,3.5,5,5,5.5,0,0,0,5,5,4,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,4,0,0,null,,null,null,null,null,3,1,null,0.7711,421,2,6,65.91,4,null,null,15,14,null,null,27,10,57,1,1,1,null,null,null,null,null,4,107.68,-121.81,-12.66,0,Frosinone,Inter,dim. 12/11 20:45,8.88888888888889,0.35127,0.34487,0.35304
Oyono Anthony,DL,10,2,,11,18.75,9.38,11,11,10,11,10,10,11,11,4.77,4.77,4.77,424.09,11,11,11,0.79,0.79,0.79,0,0,0,0.82,0.82,0.82,823,823,823,74.82,74.82,74.82,,,null,1000,5,4,4,5,4,5,5,5.5,5.5,6,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,,null,null,null,2,2,2,1,0.7115,542,7,17,58.76,8,null,null,29,20,8,5,22,16,95,7,7,8,null,null,null,-1,null,15,122.64,-158.32,-17.65,0,Frosinone,Inter,dim. 12/11 20:45,8.88888888888889,0.35127,0.34487,0.35304
Kalaj Sergio,DC,3,-2,,,,,7,7,,,,,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Frosinone,Inter,dim. 12/11 20:45,8.88888888888889,0.35127,0.34487,0.35304
Harroui Abdou,MD,10,-4,,19,37.5,21.88,19,22,18,22,19,19,18,20,6.17,0,5.41,149.67,3,0,16,01.04,0,0.78,2,0,3,1,0,0.44,257,0,681,85.67,0,42.56,129,227,6.5,5,0,0,0,0,0,0,0,0,5,7,6.5,5,5,0,0,5,0,5.5,0,5.5,7,5,5.5,0,5,0,0,4.5,4.5,0,0,0,0,0,5,5.5,0,0,0.5,1,null,null,null,null,8,5,1,0.902,139,2,5,46.43,3,null,null,5,8,2,2,null,4,24,3,3,2,null,null,null,-1,3,6,225.5,-105.83,-2.37,0,Frosinone,Inter,dim. 12/11 20:45,8.88888888888889,0.35127,0.34487,0.35304
Mazzitelli Luca,MD,12,2,,15,84.38,46.88,13,19,12,18,16,18,14,16,5.25,4,5.25,414,10,1,10,1.14,0,1.14,2,0,2,1,1,1,876,90,876,87.6,90,87.6,438,438,7.5,6,4,0,5,6,4,5,6,7.5,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,,null,null,null,null,19,10,6,0.7898,681,4,13,49.07,17,null,null,18,31,13,12,23,12,138,2,2,12,null,1,null,null,null,10,187.75,-145.15,-17.52,0,Frosinone,Inter,dim. 12/11 20:45,8.88888888888889,0.35127,0.34487,0.35304
Reinier,MO,8,1,,12,65.62,46.88,9,15,9,15,,,12,13,6.13,6.13,05.09,578.25,4,4,16,01.03,01.03,1.58,1,1,2,1,1,0.38,308,308,705,77,77,44.06,308,353,6.5,8,5.5,7,5,7,0,0,0,0,0,0,0,6.5,6,0,5,5.5,5,5,5,4,0,0,0,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,2,,null,null,2,3,2,2,2,0.9045,168,1,4,48.15,2,null,null,7,7,4,3,1,3,26,7,7,5,null,null,null,null,null,4,173.93,-58.95,1.75,0,Frosinone,Inter,dim. 12/11 20:45,8.88888888888889,0.35127,0.34487,0.35304
Ibrahimovic Arijon,MO,8,1,,,,,8,8,,,,,8,8,5.25,7,5.25,516,4,1,4,1.19,0,1.19,1,1,1,0.25,1,0.25,100,80,100,25,80,25,100,100,7,8,7,0,5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,null,null,1,null,3,3,2,0.5017,96,null,4,46.15,null,null,null,3,2,4,3,1,1,24,2,2,2,null,null,null,-1,null,2,94.85,-25.72,1.4,0,Frosinone,Inter,dim. 12/11 20:45,8.88888888888889,0.35127,0.34487,0.35304
Brescianini Marco,MD,8,1,,,,,8,8,,,,,8,8,4.9,4.94,4.9,408.1,10,8,10,0.57,0.62,0.57,1,1,1,0.3,0.38,0.3,352,321,352,35.2,40.13,35.2,352,352,6,8,5,6,4.5,5,4,5,4.5,5.5,0,5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,6,4,2,0.7225,181,2,1,36.84,8,null,null,8,7,3,2,7,9,43,1,1,6,null,null,null,-1,null,11,55.85,-55.55,-6.04,0,Frosinone,Inter,dim. 12/11 20:45,8.88888888888889,0.35127,0.34487,0.35304
Barrenechea Enzo,MD,11,2,,,9.38,,11,11,,,11,11,11,11,5.27,5.27,5.21,394.64,11,11,14,0.85,0.85,0.78,0,0,0,0.91,0.91,0.93,829,829,988,75.36,75.36,70.57,,,null,1000,7,4,4.5,6,5.5,5.5,5,4.5,6,5,5,0,0,0,0,0,0,0,0,0,0,4.5,0,5,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,1.5,,null,null,null,null,6,3,1,0.8869,649,9,14,51.81,14,null,null,26,43,null,null,19,14,75,2,2,4,null,null,1,-1,null,5,145.68,-101.5,-6.09,0,Frosinone,Inter,dim. 12/11 20:45,8.88888888888889,0.35127,0.34487,0.35304
Gelli Francesco,MO,7,-2,,,3.12,,10,10,,,10,10,10,10,5.25,0,5.25,245.5,4,0,4,0.65,0,0.65,0,0,0,1,0,1,353,0,353,88.25,0,88.25,,,null,1000,0,0,0,0,0,0,0,5,6,5.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,,null,null,null,1,3,1,4,0.8811,210,4,2,50,6,null,null,8,5,5,4,1,6,48,2,2,4,null,1,null,1,null,15,123.93,-85.65,-4.57,0,Frosinone,Inter,dim. 12/11 20:45,8.88888888888889,0.35127,0.34487,0.35304
Garritano Luca,MO,10,1,,,3.12,,10,10,14,14,10,10,10,10,5.13,0,5.13,434.25,8,0,8,0.44,0,0.44,0,0,0,0.25,0,0.25,271,0,271,33.88,0,33.88,,,null,1000,0,5,4.5,6,0,5,5,5,5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,null,null,null,null,7,1,1,0.7338,163,1,2,48,2,null,null,13,7,5,4,3,6,44,4,4,1,null,1,null,2,1,3,61.75,-41.87,-1.66,0,Frosinone,Inter,dim. 12/11 20:45,8.88888888888889,0.35127,0.34487,0.35304
